# power spectrum of delta
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  5.271112e+00   2.224048e+01   3.881510e-03   1.105702e-01   44304
  5.284818e+00   2.202487e+01   3.985672e-03   1.089280e-01   43820
  5.298445e+00   2.221881e+01   3.950509e-03   1.123635e-01   43236
  5.312248e+00   2.235257e+01   3.928669e-03   1.143751e-01   42420
  5.325688e+00   2.200001e+01   3.958233e-03   1.134477e-01   40544
  5.339290e+00   2.220064e+01   3.935768e-03   1.135068e-01   41928
  5.353228e+00   2.179040e+01   3.931004e-03   1.142830e-01   40200
  5.366626e+00   2.179167e+01   3.930153e-03   1.175471e-01   38640
  5.380163e+00   2.217937e+01   3.875494e-03   1.190365e-01   38712
  5.393787e+00   2.189122e+01   4.017068e-03   1.206885e-01   38036
  5.407342e+00   2.209211e+01   3.854863e-03   1.221669e-01   37212
  5.421204e+00   2.193115e+01   3.998215e-03   1.203216e-01   37212
  5.434437e+00   2.188043e+01   3.855735e-03   1.247081e-01   33936
  5.447987e+00   2.200436e+01   3.905680e-03   1.219576e-01   36404
  5.461917e+00   2.170050e+01   3.920949e-03   1.272267e-01   34080
  5.475391e+00   2.170497e+01   4.034490e-03   1.237152e-01   33996
  5.489087e+00   2.178589e+01   3.805809e-03   1.277344e-01   32472
  5.502507e+00   2.124325e+01   3.947481e-03   1.285929e-01   31628
  5.516181e+00   2.177796e+01   3.996502e-03   1.311573e-01   32472
  5.530078e+00   2.162735e+01   3.904987e-03   1.323505e-01   30348
  5.543315e+00   2.155073e+01   3.907680e-03   1.381303e-01   28988
  5.556948e+00   2.142111e+01   3.919595e-03   1.323319e-01   29880
  5.570778e+00   2.104334e+01   3.955435e-03   1.330228e-01   28356
  5.584275e+00   2.113546e+01   3.902665e-03   1.357255e-01   27396
  5.597858e+00   2.127696e+01   3.876545e-03   1.402913e-01   26544
  5.611370e+00   2.059852e+01   3.970535e-03   1.363203e-01   26204
  5.625030e+00   2.081642e+01   3.807950e-03   1.425812e-01   25140
  5.638649e+00   2.110618e+01   3.963252e-03   1.442162e-01   24372
  5.652089e+00   2.069758e+01   3.969808e-03   1.441753e-01   23520
  5.665729e+00   2.062480e+01   3.895837e-03   1.457995e-01   23072
  5.679307e+00   1.994211e+01   3.798072e-03   1.446698e-01   21672
  5.692886e+00   2.018455e+01   4.020644e-03   1.451744e-01   21651
  5.706508e+00   2.001279e+01   3.952612e-03   1.489385e-01   20538
  5.720047e+00   1.939164e+01   3.818309e-03   1.486580e-01   19856
  5.733890e+00   1.944541e+01   3.981211e-03   1.459896e-01   19926
  5.747594e+00   1.984516e+01   3.944098e-03   1.553171e-01   18498
  5.760935e+00   1.968274e+01   3.914769e-03   1.542280e-01   17854
  5.774519e+00   1.938130e+01   3.923196e-03   1.510112e-01   17770
  5.788396e+00   1.915146e+01   4.034994e-03   1.502677e-01   17628
  5.802026e+00   1.894562e+01   3.889486e-03   1.598682e-01   16104
  5.815233e+00   1.880023e+01   3.882016e-03   1.572462e-01   15660
  5.829022e+00   1.879381e+01   4.074494e-03   1.572734e-01   16400
  5.842875e+00   1.912055e+01   3.802365e-03   1.672035e-01   14868
  5.856390e+00   1.905091e+01   3.969648e-03   1.652984e-01   14616
  5.869791e+00   1.862855e+01   3.943700e-03   1.654576e-01   13932
  5.883556e+00   1.839681e+01   4.062357e-03   1.566508e-01   14486
  5.897349e+00   1.814697e+01   3.662010e-03   1.660756e-01   12864
  5.910717e+00   1.857350e+01   3.994542e-03   1.702673e-01   12900
  5.924175e+00   1.834788e+01   4.028686e-03   1.726549e-01   12562
  5.937964e+00   1.834715e+01   3.894212e-03   1.717399e-01   12460
  5.951790e+00   1.848848e+01   3.764053e-03   1.761924e-01   11646
  5.965277e+00   1.840445e+01   4.028947e-03   1.753078e-01   11352
  5.978564e+00   1.826026e+01   3.931744e-03   1.797988e-01   10758
  5.992150e+00   1.810640e+01   3.833208e-03   1.785132e-01   10898
  6.006104e+00   1.801505e+01   3.829055e-03   1.812553e-01   10500
  6.019849e+00   1.795763e+01   4.032945e-03   1.800086e-01   10050
  6.033042e+00   1.801622e+01   3.834876e-03   1.911975e-01   9174
  6.046398e+00   1.803263e+01   3.815691e-03   1.928894e-01   9476
  6.060298e+00   1.837003e+01   3.832931e-03   2.002731e-01   9186
  6.074000e+00   1.837046e+01   3.978452e-03   2.058822e-01   8694
  6.087138e+00   1.818567e+01   3.802106e-03   2.150447e-01   8010
  6.100712e+00   1.772706e+01   3.918842e-03   1.969677e-01   8486
  6.114616e+00   1.815054e+01   3.743319e-03   2.097774e-01   7740
  6.128192e+00   1.837666e+01   4.122262e-03   2.183410e-01   7650
  6.141369e+00   1.821956e+01   3.837708e-03   2.256180e-01   6918
  6.155106e+00   1.774624e+01   3.973808e-03   2.106625e-01   7490
  6.169365e+00   1.880186e+01   3.841312e-03   2.323093e-01   6846
  6.182899e+00   1.822131e+01   4.097584e-03   2.296535e-01   6366
  6.195855e+00   1.852697e+01   3.985056e-03   2.453745e-01   5978
  6.209624e+00   1.812982e+01   3.973443e-03   2.282964e-01   6438
  6.223953e+00   1.801484e+01   3.713119e-03   2.422898e-01   5856
  6.237588e+00   1.841677e+01   4.056220e-03   2.520306e-01   5478
  6.250458e+00   1.839980e+01   3.970577e-03   2.658716e-01   4974
  6.263859e+00   1.823454e+01   3.893546e-03   2.528862e-01   5330
  6.278158e+00   1.829409e+01   3.800745e-03   2.559712e-01   5070
  6.291981e+00   1.836720e+01   4.021693e-03   2.673555e-01   4650
  6.304934e+00   1.936126e+01   3.921060e-03   3.015324e-01   4206
  6.318419e+00   1.849399e+01   3.913071e-03   2.761776e-01   4502
  6.332575e+00   1.768961e+01   3.748429e-03   2.728076e-01   4122
  6.346081e+00   1.898605e+01   4.082538e-03   3.147920e-01   3846
  6.358970e+00   1.825136e+01   3.827310e-03   3.185197e-01   3522
  6.372735e+00   1.796664e+01   3.830019e-03   2.908987e-01   3806
  6.387400e+00   1.811191e+01   3.938369e-03   3.041577e-01   3582
  6.400807e+00   1.843229e+01   3.966273e-03   3.353965e-01   2916
  6.412918e+00   1.985925e+01   3.719496e-03   3.716449e-01   2846
  6.426957e+00   1.825759e+01   3.704775e-03   3.216973e-01   3210
  6.442023e+00   1.986045e+01   3.823963e-03   3.762469e-01   2934
  6.455358e+00   1.852918e+01   4.132242e-03   4.012014e-01   2286
  6.466712e+00   2.003845e+01   3.564076e-03   4.043113e-01   2186
  6.480937e+00   1.961940e+01   3.548446e-03   3.730991e-01   2670
  6.496618e+00   1.976840e+01   3.626045e-03   3.958863e-01   2418
  6.510243e+00   2.021700e+01   4.163535e-03   4.774060e-01   1734
  6.520389e+00   2.144487e+01   3.380254e-03   5.467231e-01   1598
  6.534825e+00   2.103933e+01   3.392926e-03   4.265070e-01   2178
  6.551129e+00   1.947658e+01   3.264100e-03   4.507098e-01   1944
  6.565475e+00   2.030706e+01   3.951512e-03   5.379550e-01   1326
  6.574347e+00   2.059224e+01   3.483848e-03   5.911157e-01   1098
  6.588627e+00   2.024187e+01   3.114351e-03   4.765016e-01   1670
  6.605318e+00   2.092500e+01   2.966416e-03   5.255155e-01   1506
  6.620914e+00   2.125052e+01   3.705733e-03   6.383861e-01   1134
  6.628491e+00   2.235800e+01   2.990986e-03   1.070532e+00   558
  6.642518e+00   2.145403e+01   3.087466e-03   5.438788e-01   1292
  6.659724e+00   2.390788e+01   2.169084e-03   7.611552e-01   1086
  6.675965e+00   2.193700e+01   2.978593e-03   7.893054e-01   858
  6.681697e+00   2.242652e+01   1.913752e-03   1.253745e+00   246
  6.695739e+00   2.152162e+01   2.219005e-03   7.241068e-01   902
  6.713459e+00   2.184266e+01   1.840625e-03   8.245644e-01   780
  6.730751e+00   2.463489e+01   1.476129e-03   1.007961e+00   606
  6.734883e+00   2.382034e+01   1.019448e-03   2.380430e+00   78
  6.749143e+00   2.264274e+01   1.435913e-03   9.883349e-01   578
  6.766997e+00   2.521423e+01   1.215036e-03   1.124600e+00   486
  6.784822e+00   2.499178e+01   9.199482e-04   1.226104e+00   396
  6.788458e+00   4.553980e+01   1.245875e-07   7.054686e+00   6
  6.802781e+00   2.557930e+01   8.323259e-04   1.402901e+00   326
  6.820711e+00   2.528779e+01   6.700165e-04   1.430672e+00   258
  6.838666e+00   3.278352e+01   5.266681e-04   2.344207e+00   198
  6.856647e+00   2.345532e+01   4.018571e-04   2.284703e+00   146
  6.874651e+00   2.687634e+01   2.949634e-04   2.643008e+00   102
  6.892681e+00   2.906966e+01   2.049921e-04   3.610371e+00   66
  6.910733e+00   2.489252e+01   1.301902e-04   3.835346e+00   38
  6.928809e+00   5.344733e+01   6.714806e-05   8.310219e+00   18
  6.946899e+00   2.317531e+01   0.000000e+00   6.304948e+00   6
