# power spectrum of delta
# redshift z=1.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  5.298445e+00   9.353134e+00   3.950509e-03   4.665541e-02   43236
  5.312248e+00   9.320994e+00   3.928669e-03   4.737893e-02   42420
  5.325688e+00   9.370115e+00   3.958233e-03   4.938189e-02   40544
  5.339290e+00   9.433507e+00   3.935768e-03   4.859626e-02   41928
  5.353228e+00   9.303997e+00   3.931004e-03   4.981060e-02   40200
  5.366626e+00   9.314187e+00   3.930153e-03   5.080349e-02   38640
  5.380163e+00   9.391699e+00   3.875494e-03   5.073304e-02   38712
  5.393787e+00   9.263545e+00   4.017068e-03   5.052111e-02   38036
  5.407342e+00   9.499906e+00   3.854863e-03   5.214313e-02   37212
  5.421204e+00   9.534665e+00   3.998215e-03   5.259833e-02   37212
  5.434437e+00   9.414873e+00   3.855735e-03   5.405149e-02   33936
  5.447987e+00   9.429292e+00   3.905680e-03   5.241173e-02   36404
  5.461917e+00   9.365169e+00   3.920949e-03   5.436274e-02   34080
  5.475391e+00   9.491575e+00   4.034490e-03   5.511153e-02   33996
  5.489087e+00   9.592426e+00   3.805809e-03   5.644165e-02   32472
  5.502507e+00   9.318336e+00   3.947481e-03   5.570538e-02   31628
  5.516181e+00   9.510132e+00   3.996502e-03   5.760015e-02   32472
  5.530078e+00   9.500855e+00   3.904987e-03   5.877989e-02   30348
  5.543315e+00   9.586907e+00   3.907680e-03   6.033387e-02   28988
  5.556948e+00   9.476554e+00   3.919595e-03   5.951240e-02   29880
  5.570778e+00   9.506766e+00   3.955435e-03   6.070111e-02   28356
  5.584275e+00   9.474100e+00   3.902665e-03   6.149529e-02   27396
  5.597858e+00   9.429110e+00   3.876545e-03   6.192008e-02   26544
  5.611370e+00   9.319722e+00   3.970535e-03   6.182587e-02   26204
  5.625030e+00   9.425390e+00   3.807950e-03   6.389724e-02   25140
  5.638649e+00   9.399194e+00   3.963252e-03   6.472081e-02   24372
  5.652089e+00   9.227572e+00   3.969808e-03   6.424010e-02   23520
  5.665729e+00   9.145049e+00   3.895837e-03   6.527951e-02   23072
  5.679307e+00   9.094233e+00   3.798072e-03   6.751190e-02   21672
  5.692886e+00   9.094344e+00   4.020644e-03   6.658010e-02   21651
  5.706508e+00   8.980739e+00   3.952612e-03   6.620600e-02   20538
  5.720047e+00   8.973848e+00   3.818309e-03   6.788711e-02   19856
  5.733890e+00   9.075918e+00   3.981211e-03   6.851998e-02   19926
  5.747594e+00   9.069598e+00   3.944098e-03   7.087026e-02   18498
  5.760935e+00   8.962185e+00   3.914769e-03   7.125005e-02   17854
  5.774519e+00   8.896114e+00   3.923196e-03   7.055376e-02   17770
  5.788396e+00   8.743845e+00   4.034994e-03   6.724722e-02   17628
  5.802026e+00   8.802064e+00   3.889486e-03   7.412456e-02   16104
  5.815233e+00   8.908502e+00   3.882016e-03   7.631081e-02   15660
  5.829022e+00   8.754734e+00   4.074494e-03   7.395199e-02   16400
  5.842875e+00   8.708029e+00   3.802365e-03   7.448164e-02   14868
  5.856390e+00   8.601581e+00   3.969648e-03   7.321616e-02   14616
  5.869791e+00   8.802290e+00   3.943700e-03   7.816263e-02   13932
  5.883556e+00   8.645597e+00   4.062357e-03   7.530574e-02   14486
  5.897349e+00   8.703519e+00   3.662010e-03   8.030805e-02   12864
  5.910717e+00   8.675201e+00   3.994542e-03   7.882304e-02   12900
  5.924175e+00   8.743747e+00   4.028686e-03   8.218961e-02   12562
  5.937964e+00   8.607990e+00   3.894212e-03   7.982239e-02   12460
  5.951790e+00   8.489107e+00   3.764053e-03   8.298827e-02   11646
  5.965277e+00   8.791348e+00   4.028947e-03   8.496527e-02   11352
  5.978564e+00   8.835895e+00   3.931744e-03   8.905247e-02   10758
  5.992150e+00   8.466339e+00   3.833208e-03   8.485807e-02   10898
  6.006104e+00   8.621256e+00   3.829055e-03   8.738822e-02   10500
  6.019849e+00   8.413307e+00   4.032945e-03   8.275935e-02   10050
  6.033042e+00   8.576983e+00   3.834876e-03   9.349476e-02   9174
  6.046398e+00   8.532414e+00   3.815691e-03   9.253247e-02   9476
  6.060298e+00   8.633279e+00   3.832931e-03   9.342784e-02   9186
  6.074000e+00   8.788865e+00   3.978452e-03   9.643482e-02   8694
  6.087138e+00   8.778881e+00   3.802106e-03   1.032183e-01   8010
  6.100712e+00   8.776415e+00   3.918842e-03   9.769491e-02   8486
  6.114616e+00   8.677571e+00   3.743319e-03   1.004801e-01   7740
  6.128192e+00   8.518014e+00   4.122262e-03   1.024835e-01   7650
  6.141369e+00   9.047499e+00   3.837708e-03   1.145341e-01   6918
  6.155106e+00   8.710670e+00   3.973808e-03   1.034736e-01   7490
  6.169365e+00   8.874067e+00   3.841312e-03   1.060042e-01   6846
  6.182899e+00   8.996923e+00   4.097584e-03   1.144585e-01   6366
  6.195855e+00   8.861025e+00   3.985056e-03   1.170765e-01   5978
  6.209624e+00   9.136025e+00   3.973443e-03   1.173189e-01   6438
  6.223953e+00   9.185111e+00   3.713119e-03   1.195244e-01   5856
  6.237588e+00   8.929267e+00   4.056220e-03   1.235866e-01   5478
  6.250458e+00   9.246812e+00   3.970577e-03   1.339355e-01   4974
  6.263859e+00   9.132947e+00   3.893546e-03   1.248032e-01   5330
  6.278158e+00   9.384345e+00   3.800745e-03   1.339189e-01   5070
  6.291981e+00   9.244576e+00   4.021693e-03   1.404216e-01   4650
  6.304934e+00   9.057780e+00   3.921060e-03   1.418601e-01   4206
  6.318419e+00   9.138064e+00   3.913071e-03   1.333793e-01   4502
  6.332575e+00   9.355800e+00   3.748429e-03   1.500728e-01   4122
  6.346081e+00   9.371170e+00   4.082538e-03   1.528032e-01   3846
  6.358970e+00   9.348121e+00   3.827310e-03   1.579512e-01   3522
  6.372735e+00   9.641694e+00   3.830019e-03   1.601836e-01   3806
  6.387400e+00   9.227525e+00   3.938369e-03   1.645757e-01   3582
  6.400807e+00   1.006310e+01   3.966273e-03   1.926132e-01   2916
  6.412918e+00   9.256601e+00   3.719496e-03   1.790972e-01   2846
  6.426957e+00   9.810631e+00   3.704775e-03   1.711149e-01   3210
  6.442023e+00   9.873421e+00   3.823963e-03   1.816402e-01   2934
  6.455358e+00   9.313688e+00   4.132242e-03   2.011147e-01   2286
  6.466712e+00   1.003777e+01   3.564076e-03   2.198340e-01   2186
  6.480937e+00   1.005874e+01   3.548446e-03   1.977233e-01   2670
  6.496618e+00   1.010011e+01   3.626045e-03   2.001782e-01   2418
  6.510243e+00   1.033593e+01   4.163535e-03   2.476649e-01   1734
  6.520389e+00   1.028911e+01   3.380254e-03   2.483175e-01   1598
  6.534825e+00   1.064485e+01   3.392926e-03   2.151161e-01   2178
  6.551129e+00   1.006103e+01   3.264100e-03   2.323853e-01   1944
  6.565475e+00   9.965463e+00   3.951512e-03   2.714433e-01   1326
  6.574347e+00   9.999282e+00   3.483848e-03   3.111651e-01   1098
  6.588627e+00   1.017881e+01   3.114351e-03   2.702150e-01   1670
  6.605318e+00   1.073963e+01   2.966416e-03   2.746138e-01   1506
  6.620914e+00   1.144208e+01   3.705733e-03   3.387801e-01   1134
  6.628491e+00   1.141570e+01   2.990986e-03   4.519497e-01   558
  6.642518e+00   1.058707e+01   3.087466e-03   2.952718e-01   1292
  6.659724e+00   1.164113e+01   2.169084e-03   3.690791e-01   1086
  6.675965e+00   1.098628e+01   2.978593e-03   3.718947e-01   858
  6.681697e+00   1.183958e+01   1.913752e-03   7.440832e-01   246
  6.695739e+00   1.116688e+01   2.219005e-03   3.758751e-01   902
  6.713459e+00   1.149207e+01   1.840625e-03   4.077697e-01   780
  6.730751e+00   1.166862e+01   1.476129e-03   4.651893e-01   606
  6.734883e+00   1.593478e+01   1.019448e-03   1.830765e+00   78
  6.749143e+00   1.202913e+01   1.435913e-03   4.874148e-01   578
  6.766997e+00   1.359764e+01   1.215036e-03   5.866887e-01   486
  6.784822e+00   1.272591e+01   9.199482e-04   6.566416e-01   396
  6.788458e+00   1.225684e+01   1.245875e-07   1.406001e+00   6
  6.802781e+00   1.232432e+01   8.323259e-04   7.749827e-01   326
  6.820711e+00   1.327209e+01   6.700165e-04   9.119281e-01   258
  6.838666e+00   1.289130e+01   5.266681e-04   9.205246e-01   198
  6.856647e+00   1.113286e+01   4.018571e-04   7.791391e-01   146
  6.874651e+00   1.342270e+01   2.949634e-04   9.917050e-01   102
  6.892681e+00   8.893509e+00   2.049921e-04   1.356468e+00   66
  6.910733e+00   1.336182e+01   1.301902e-04   1.638053e+00   38
  6.928809e+00   2.109427e+01   6.714806e-05   3.458855e+00   18
  6.946899e+00   7.181823e+00   0.000000e+00   1.999080e+00   6
