# power spectrum of delta
# redshift z=1.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  1.449104e+00   5.735746e+00   3.785706e-03   5.523762e-02   11550
  1.462441e+00   5.850934e+00   3.952267e-03   5.523881e-02   11564
  1.476107e+00   5.865214e+00   3.952073e-03   5.483918e-02   12246
  1.489723e+00   5.849960e+00   3.772425e-03   5.546194e-02   12096
  1.503400e+00   5.987024e+00   4.087643e-03   5.444343e-02   12582
  1.516919e+00   6.044742e+00   3.787547e-03   5.552395e-02   12612
  1.530766e+00   6.281512e+00   4.098583e-03   5.591495e-02   13328
  1.544314e+00   6.194158e+00   3.674401e-03   5.812084e-02   12654
  1.557593e+00   6.413340e+00   3.885118e-03   5.718853e-02   13236
  1.571003e+00   6.473080e+00   3.956485e-03   5.747829e-02   13270
  1.584639e+00   6.409903e+00   4.050033e-03   5.483073e-02   14512
  1.598830e+00   6.481026e+00   4.069077e-03   5.574963e-02   14226
  1.612168e+00   6.594527e+00   3.908672e-03   5.903878e-02   14088
  1.625624e+00   6.763837e+00   3.879336e-03   5.822292e-02   14208
  1.639178e+00   6.792382e+00   4.071732e-03   5.792460e-02   15074
  1.652966e+00   6.912149e+00   4.075022e-03   5.743499e-02   15480
  1.666752e+00   6.996558e+00   3.843772e-03   5.895978e-02   14862
  1.679789e+00   6.917759e+00   3.927431e-03   5.779975e-02   15232
  1.693506e+00   7.029549e+00   3.931524e-03   5.718378e-02   16018
  1.706973e+00   7.145374e+00   3.816759e-03   5.838365e-02   15720
  1.720412e+00   7.392908e+00   3.911029e-03   5.957422e-02   16296
  1.734261e+00   7.376919e+00   3.879045e-03   5.807818e-02   17010
  1.747710e+00   7.451657e+00   3.776189e-03   5.987546e-02   16328
  1.761238e+00   7.506692e+00   3.711062e-03   5.756276e-02   17094
  1.774811e+00   7.449961e+00   3.924532e-03   5.794853e-02   17436
  1.788534e+00   7.534865e+00   3.989493e-03   5.713988e-02   17862
  1.802314e+00   7.754808e+00   3.866890e-03   5.840109e-02   18200
  1.816191e+00   7.838722e+00   4.099167e-03   5.946733e-02   18450
  1.829771e+00   7.897912e+00   3.838324e-03   5.974950e-02   18384
  1.843323e+00   7.861100e+00   3.923486e-03   5.896059e-02   18504
  1.856855e+00   8.145615e+00   3.885045e-03   5.987640e-02   19142
  1.870661e+00   8.033034e+00   3.895698e-03   5.799678e-02   19692
  1.884317e+00   8.020114e+00   3.914843e-03   6.028636e-02   19062
  1.897677e+00   8.211298e+00   3.958747e-03   5.891834e-02   20184
  1.911496e+00   8.171725e+00   3.897574e-03   5.974970e-02   19970
  1.924963e+00   8.427197e+00   3.909731e-03   5.982489e-02   20496
  1.938839e+00   8.392946e+00   4.023732e-03   5.815726e-02   21456
  1.952332e+00   8.403445e+00   3.635348e-03   6.157454e-02   19650
  1.965583e+00   8.578091e+00   4.039758e-03   5.973840e-02   22040
  1.979557e+00   8.657561e+00   3.828807e-03   5.954026e-02   21558
  1.993024e+00   8.586558e+00   3.951337e-03   6.011198e-02   21804
  2.006530e+00   8.623987e+00   3.912103e-03   5.986265e-02   21846
  2.020013e+00   8.803061e+00   3.927065e-03   6.032048e-02   22496
  2.033563e+00   8.847468e+00   3.987707e-03   6.023362e-02   22776
  2.047479e+00   8.900537e+00   3.994392e-03   5.885291e-02   23874
  2.061145e+00   8.950624e+00   4.027768e-03   6.066618e-02   23120
  2.074737e+00   9.143895e+00   3.956099e-03   6.057541e-02   23958
  2.088373e+00   9.225106e+00   3.906756e-03   6.215350e-02   23892
  2.101727e+00   9.158918e+00   3.924859e-03   6.144232e-02   23550
  2.115216e+00   9.215004e+00   3.968932e-03   5.919465e-02   25296
  2.128915e+00   9.318202e+00   3.924347e-03   6.038361e-02   24452
  2.142311e+00   9.291180e+00   3.835662e-03   6.004625e-02   25254
  2.156023e+00   9.478463e+00   3.969357e-03   6.050130e-02   26016
  2.169543e+00   9.362849e+00   3.782439e-03   6.057617e-02   25182
  2.183190e+00   9.386882e+00   3.967911e-03   5.886677e-02   27428
  2.197036e+00   9.575922e+00   3.811822e-03   6.114357e-02   25974
  2.210356e+00   9.513201e+00   3.861453e-03   5.878726e-02   26904
  2.223881e+00   9.525398e+00   3.824751e-03   6.060813e-02   26730
  2.237420e+00   9.636659e+00   3.914440e-03   5.968048e-02   27896
  2.251310e+00   9.782661e+00   4.054409e-03   5.895713e-02   28992
  2.265347e+00   9.614059e+00   3.954062e-03   5.821280e-02   28698
  2.278737e+00   9.875726e+00   3.843600e-03   6.140138e-02   27776
  2.292429e+00   9.661214e+00   3.995766e-03   5.715701e-02   29814
  2.306139e+00   9.864295e+00   3.915312e-03   5.955486e-02   29148
  2.319524e+00   9.807363e+00   3.875582e-03   5.926641e-02   28806
  2.333025e+00   9.954597e+00   3.958903e-03   5.826020e-02   30408
  2.346651e+00   9.872419e+00   3.963675e-03   5.801226e-02   30320
  2.360383e+00   9.897439e+00   3.835440e-03   5.798200e-02   30930
  2.374113e+00   1.005941e+01   4.052392e-03   5.797367e-02   31656
  2.387552e+00   9.986509e+00   3.767771e-03   5.946131e-02   30038
  2.401049e+00   1.003351e+01   3.994026e-03   5.661575e-02   32772
  2.414634e+00   1.012499e+01   3.846851e-03   5.895028e-02   30846
  2.428124e+00   1.007804e+01   4.001639e-03   5.656446e-02   33480
  2.441934e+00   1.014841e+01   4.002753e-03   5.770362e-02   32804
  2.455419e+00   1.015155e+01   3.837070e-03   5.816577e-02   32814
  2.469066e+00   1.017815e+01   3.979794e-03   5.690780e-02   34200
  2.482757e+00   1.027411e+01   3.961173e-03   5.800068e-02   33594
  2.496189e+00   1.040271e+01   3.958120e-03   5.685968e-02   34336
  2.509895e+00   1.022171e+01   4.021608e-03   5.561270e-02   34822
  2.523498e+00   1.023541e+01   3.984730e-03   5.509441e-02   35472
  2.537012e+00   1.039431e+01   3.829489e-03   5.773987e-02   34404
  2.550515e+00   1.044815e+01   3.989015e-03   5.570802e-02   36254
  2.564036e+00   1.039153e+01   3.909325e-03   5.596922e-02   35952
  2.577685e+00   1.047601e+01   3.865425e-03   5.592846e-02   36570
  2.591221e+00   1.047465e+01   3.945868e-03   5.525390e-02   37176
  2.604897e+00   1.052474e+01   3.868066e-03   5.540470e-02   37374
  2.618539e+00   1.048218e+01   3.900492e-03   5.467235e-02   38084
  2.632053e+00   1.049303e+01   3.851721e-03   5.554560e-02   37590
  2.645768e+00   1.063330e+01   3.924351e-03   5.464705e-02   39480
  2.659318e+00   1.054918e+01   3.881595e-03   5.510699e-02   38228
  2.672896e+00   1.072335e+01   3.832629e-03   5.476966e-02   39678
  2.686732e+00   1.068074e+01   4.013848e-03   5.450976e-02   40944
  2.700458e+00   1.063191e+01   3.906598e-03   5.446424e-02   39678
  2.713942e+00   1.081434e+01   3.899880e-03   5.529809e-02   40652
  2.727541e+00   1.068951e+01   3.970706e-03   5.458935e-02   40758
  2.741211e+00   1.078757e+01   3.946723e-03   5.406402e-02   42216
  2.754895e+00   1.067067e+01   3.941899e-03   5.403875e-02   41532
  2.768446e+00   1.074918e+01   3.908674e-03   5.312296e-02   42134
  2.781915e+00   1.064930e+01   3.852299e-03   5.276375e-02   42216
  2.795593e+00   1.081899e+01   3.995670e-03   5.292248e-02   43530
  2.809225e+00   1.092988e+01   3.940296e-03   5.435775e-02   43848
  2.822801e+00   1.080323e+01   3.861058e-03   5.324612e-02   42854
  2.836455e+00   1.083687e+01   4.071603e-03   5.198813e-02   46176
  2.850131e+00   1.084967e+01   3.770192e-03   5.352254e-02   43380
  2.863598e+00   1.083450e+01   3.917386e-03   5.228111e-02   45294
  2.877132e+00   1.080861e+01   3.960175e-03   5.114948e-02   45744
  2.890932e+00   1.086533e+01   3.942487e-03   5.174105e-02   46682
  2.904469e+00   1.072629e+01   3.914379e-03   5.162736e-02   45840
  2.918029e+00   1.084901e+01   3.983754e-03   5.162955e-02   47118
  2.931574e+00   1.077631e+01   3.902550e-03   5.071612e-02   46916
  2.945138e+00   1.078505e+01   4.001451e-03   5.047930e-02   48192
  2.959047e+00   1.086473e+01   3.978965e-03   4.983945e-02   49566
  2.972418e+00   1.075028e+01   3.826645e-03   5.072416e-02   46284
  2.985778e+00   1.079393e+01   3.941096e-03   4.989501e-02   49486
  2.999427e+00   1.081785e+01   3.935566e-03   4.950618e-02   49840
  3.013055e+00   1.088668e+01   3.926843e-03   4.998158e-02   49806
  3.026747e+00   1.093023e+01   3.938750e-03   4.989395e-02   51492
  3.040282e+00   1.085190e+01   3.850917e-03   5.010503e-02   49488
  3.053928e+00   1.095701e+01   3.960828e-03   4.883139e-02   53198
  3.067660e+00   1.077561e+01   3.817999e-03   4.899682e-02   51060
  3.081158e+00   1.091033e+01   3.894577e-03   4.876633e-02   52134
  3.094688e+00   1.091112e+01   3.888791e-03   4.880601e-02   52864
  3.108319e+00   1.086129e+01   3.904203e-03   4.825468e-02   52930
  3.121955e+00   1.095384e+01   3.954567e-03   4.821554e-02   54936
  3.135758e+00   1.089470e+01   3.897590e-03   4.825139e-02   53886
  3.149230e+00   1.080270e+01   3.937544e-03   4.713154e-02   54268
  3.162743e+00   1.087058e+01   3.939575e-03   4.733735e-02   55264
  3.176547e+00   1.094761e+01   3.942980e-03   4.703140e-02   56358
  3.190083e+00   1.077247e+01   3.916767e-03   4.685104e-02   55632
  3.203717e+00   1.079609e+01   3.912176e-03   4.647335e-02   56514
  3.217266e+00   1.089043e+01   3.982076e-03   4.683538e-02   57248
  3.230810e+00   1.070282e+01   3.904678e-03   4.576473e-02   56766
  3.244673e+00   1.075921e+01   4.094868e-03   4.445538e-02   60804
  3.258170e+00   1.073256e+01   3.776079e-03   4.622598e-02   55416
  3.271753e+00   1.087437e+01   3.996388e-03   4.518366e-02   61286
  3.285338e+00   1.085281e+01   3.833338e-03   4.640313e-02   57396
  3.298806e+00   1.080486e+01   3.991398e-03   4.485365e-02   60870
  3.312472e+00   1.087024e+01   3.883682e-03   4.520914e-02   60248
  3.326075e+00   1.083576e+01   3.982993e-03   4.503412e-02   60978
  3.339697e+00   1.085798e+01   3.918479e-03   4.464235e-02   62016
  3.353256e+00   1.074977e+01   3.912234e-03   4.466867e-02   60768
  3.366742e+00   1.081089e+01   3.948483e-03   4.442431e-02   62806
  3.380458e+00   1.080554e+01   3.971518e-03   4.377122e-02   63868
  3.394173e+00   1.078075e+01   3.950242e-03   4.416957e-02   63054
  3.407522e+00   1.077707e+01   3.889075e-03   4.402842e-02   63024
  3.421149e+00   1.085164e+01   4.000464e-03   4.373968e-02   64882
  3.434670e+00   1.076454e+01   3.899766e-03   4.345633e-02   64744
  3.448305e+00   1.075424e+01   3.892570e-03   4.257303e-02   65688
  3.461951e+00   1.088886e+01   3.915056e-03   4.355130e-02   65994
  3.475449e+00   1.079715e+01   3.920197e-03   4.299340e-02   66648
  3.489190e+00   1.072145e+01   3.861504e-03   4.226928e-02   67310
  3.502679e+00   1.086990e+01   3.876178e-03   4.273761e-02   67224
  3.516300e+00   1.085445e+01   3.864568e-03   4.328249e-02   68034
  3.529960e+00   1.074924e+01   3.966927e-03   4.162750e-02   69744
  3.543594e+00   1.070350e+01   3.885699e-03   4.250053e-02   68654
  3.557414e+00   1.079364e+01   3.971071e-03   4.100251e-02   72132
  3.571044e+00   1.076321e+01   3.879008e-03   4.212965e-02   68520
  3.584509e+00   1.080750e+01   3.898516e-03   4.161815e-02   71070
  3.598179e+00   1.071412e+01   3.958888e-03   4.148542e-02   71948
  3.611821e+00   1.069411e+01   3.929676e-03   4.102672e-02   71598
  3.625467e+00   1.085454e+01   3.942460e-03   4.079289e-02   73536
  3.639107e+00   1.072251e+01   3.937889e-03   4.140071e-02   71802
  3.652514e+00   1.088761e+01   3.891299e-03   4.183226e-02   73280
  3.666109e+00   1.086977e+01   3.935353e-03   4.157173e-02   73992
  3.679845e+00   1.071381e+01   4.017255e-03   4.012967e-02   75966
  3.693428e+00   1.076813e+01   3.879294e-03   4.083718e-02   74364
  3.707067e+00   1.084686e+01   3.965648e-03   4.057959e-02   76094
  3.720600e+00   1.083514e+01   3.905935e-03   4.102996e-02   76224
  3.734235e+00   1.077941e+01   3.912190e-03   4.031955e-02   76242
  3.747669e+00   1.096325e+01   3.927725e-03   4.095677e-02   76960
  3.761291e+00   1.080201e+01   3.936642e-03   3.976061e-02   78664
  3.775137e+00   1.089306e+01   3.964378e-03   3.990557e-02   79962
  3.788660e+00   1.078675e+01   3.891324e-03   4.047959e-02   77760
  3.802214e+00   1.085302e+01   3.906151e-03   4.008554e-02   79590
  3.815784e+00   1.085522e+01   3.980873e-03   3.979584e-02   80732
  3.829489e+00   1.083330e+01   3.955057e-03   3.962980e-02   81174
  3.843061e+00   1.100728e+01   3.897815e-03   4.027516e-02   80832
  3.856429e+00   1.090291e+01   3.890120e-03   4.022653e-02   80040
  3.870041e+00   1.102707e+01   3.937062e-03   4.022438e-02   84266
  3.883800e+00   1.090843e+01   3.965191e-03   3.953820e-02   83592
  3.897465e+00   1.115719e+01   3.910254e-03   4.070681e-02   83838
  3.910997e+00   1.106841e+01   3.872159e-03   4.038330e-02   83676
  3.924583e+00   1.106580e+01   3.944483e-03   3.957680e-02   84950
  3.938101e+00   1.108188e+01   3.827494e-03   4.069148e-02   84912
  3.951789e+00   1.110629e+01   3.995013e-03   3.965675e-02   87162
  3.965420e+00   1.126411e+01   3.878666e-03   4.100060e-02   86440
  3.978946e+00   1.120893e+01   3.856469e-03   4.083984e-02   86560
  3.992604e+00   1.128323e+01   3.947133e-03   4.036056e-02   88698
  4.006224e+00   1.134872e+01   3.908165e-03   4.116037e-02   88920
  4.019914e+00   1.129855e+01   3.907564e-03   4.096559e-02   88323
  4.033463e+00   1.128142e+01   3.941385e-03   4.074813e-02   89360
  4.047191e+00   1.116820e+01   3.920678e-03   4.012279e-02   89040
  4.060772e+00   1.118234e+01   3.965659e-03   4.051400e-02   87684
  4.074289e+00   1.121084e+01   3.941664e-03   4.067523e-02   87900
  4.087951e+00   1.115723e+01   3.932995e-03   4.043220e-02   87884
  4.101525e+00   1.102221e+01   3.936703e-03   4.022521e-02   86844
  4.115106e+00   1.106141e+01   3.939490e-03   3.977718e-02   87216
  4.128692e+00   1.102377e+01   3.930534e-03   3.967019e-02   85952
  4.142291e+00   1.094899e+01   3.981611e-03   3.979847e-02   87264
  4.156016e+00   1.090299e+01   3.930927e-03   3.961424e-02   86316
  4.169516e+00   1.083955e+01   3.887819e-03   4.017978e-02   83976
  4.183033e+00   1.081109e+01   3.957351e-03   3.949728e-02   85928
  4.196752e+00   1.071836e+01   3.971860e-03   3.924982e-02   85608
  4.210347e+00   1.074226e+01   3.902488e-03   3.952723e-02   83964
  4.223963e+00   1.077336e+01   3.940777e-03   3.942854e-02   84708
  4.237476e+00   1.064252e+01   3.905502e-03   3.925500e-02   82260
  4.250988e+00   1.070115e+01   3.945996e-03   3.929462e-02   84296
  4.264733e+00   1.065742e+01   3.941065e-03   3.944016e-02   83460
  4.278231e+00   1.063689e+01   3.898421e-03   3.963534e-02   81444
  4.291717e+00   1.061306e+01   3.905830e-03   3.915078e-02   82144
  4.305327e+00   1.057544e+01   3.952156e-03   3.955066e-02   82180
  4.318919e+00   1.046410e+01   3.889070e-03   3.896450e-02   81420
  4.332623e+00   1.049897e+01   3.967259e-03   3.926189e-02   82104
  4.346159e+00   1.041374e+01   3.882328e-03   3.879554e-02   79620
  4.359759e+00   1.036508e+01   3.897281e-03   3.844194e-02   81236
  4.373418e+00   1.040661e+01   3.880312e-03   3.896303e-02   79608
  4.387029e+00   1.021525e+01   3.933006e-03   3.843067e-02   80268
  4.400643e+00   1.025211e+01   3.850171e-03   3.876168e-02   78412
  4.414192e+00   1.019119e+01   3.922071e-03   3.846706e-02   78952
  4.427933e+00   1.019216e+01   3.938715e-03   3.829983e-02   79656
  4.441606e+00   1.023196e+01   3.881671e-03   3.903246e-02   77184
  4.455081e+00   1.012969e+01   3.897139e-03   3.835274e-02   76944
  4.468742e+00   1.018852e+01   3.934255e-03   3.835527e-02   77984
  4.482318e+00   1.016889e+01   3.887487e-03   3.938575e-02   75336
  4.495891e+00   1.012988e+01   3.967951e-03   3.848388e-02   77280
  4.509585e+00   1.004178e+01   3.911883e-03   3.811704e-02   75120
  4.523186e+00   9.985356e+00   4.006918e-03   3.783884e-02   76364
  4.536881e+00   9.985474e+00   3.870669e-03   3.866960e-02   74244
  4.550448e+00   9.931994e+00   4.007133e-03   3.844387e-02   74400
  4.563952e+00   9.956842e+00   3.919594e-03   3.857883e-02   73388
  4.577709e+00   9.820212e+00   3.981865e-03   3.781963e-02   74964
  4.591267e+00   9.726448e+00   3.838052e-03   3.832835e-02   71100
  4.604865e+00   9.741698e+00   3.984832e-03   3.766893e-02   74100
  4.618437e+00   9.824647e+00   3.839966e-03   3.902129e-02   70068
  4.631915e+00   9.701093e+00   3.927566e-03   3.808786e-02   72296
  4.645712e+00   9.715032e+00   3.920569e-03   3.799159e-02   71724
  4.659287e+00   9.734633e+00   3.930407e-03   3.871774e-02   69852
  4.672792e+00   9.736693e+00   3.886828e-03   3.827196e-02   69732
  4.686387e+00   9.708936e+00   3.918196e-03   3.856895e-02   69512
  4.699982e+00   9.624888e+00   3.922067e-03   3.820251e-02   69252
  4.713606e+00   9.661203e+00   3.871092e-03   3.880531e-02   68064
  4.727139e+00   9.595904e+00   3.988880e-03   3.867859e-02   67944
  4.740774e+00   9.569161e+00   3.945867e-03   3.823648e-02   68204
  4.754479e+00   9.564155e+00   3.902220e-03   3.864181e-02   66684
  4.767989e+00   9.624846e+00   3.962347e-03   3.924944e-02   66264
  4.781640e+00   9.560324e+00   3.928075e-03   3.868945e-02   66368
  4.795269e+00   9.542129e+00   3.954395e-03   3.933484e-02   65100
  4.808774e+00   9.494070e+00   3.896555e-03   3.906678e-02   64644
  4.822442e+00   9.490808e+00   3.926189e-03   3.882550e-02   64440
  4.835874e+00   9.405340e+00   3.906547e-03   3.975392e-02   62668
  4.849538e+00   9.479078e+00   3.941186e-03   3.855585e-02   64696
  4.863356e+00   9.409705e+00   3.937367e-03   3.932937e-02   62820
  4.876903e+00   9.319230e+00   3.924058e-03   3.936284e-02   61920
  4.890519e+00   9.384837e+00   3.892807e-03   3.967459e-02   61532
  4.903985e+00   9.387892e+00   3.879794e-03   4.013049e-02   59952
  4.917706e+00   9.501217e+00   4.001762e-03   3.989201e-02   62460
  4.931448e+00   9.307862e+00   3.882676e-03   4.019353e-02   58644
  4.944703e+00   9.300137e+00   3.891283e-03   4.043595e-02   58188
  4.958407e+00   9.281852e+00   3.945950e-03   3.989142e-02   60044
  4.972127e+00   9.274483e+00   3.952119e-03   4.033189e-02   57780
  4.985746e+00   9.366378e+00   3.974538e-03   4.074593e-02   58380
  4.999353e+00   9.349695e+00   3.828451e-03   4.138132e-02   55508
  5.012797e+00   9.394535e+00   3.995934e-03   4.112730e-02   56964
  5.026563e+00   9.317417e+00   3.869203e-03   4.076145e-02   56148
  5.040180e+00   9.311621e+00   3.936315e-03   4.140982e-02   54468
  5.053627e+00   9.238280e+00   3.966640e-03   4.116765e-02   54540
  5.067356e+00   9.164441e+00   3.927116e-03   4.098615e-02   54512
  5.080932e+00   9.236760e+00   3.890016e-03   4.220409e-02   52488
  5.094532e+00   9.286630e+00   3.948577e-03   4.183700e-02   53400
  5.108248e+00   9.206897e+00   3.977201e-03   4.202515e-02   51972
  5.121705e+00   9.176675e+00   3.889875e-03   4.296162e-02   50924
  5.135379e+00   9.264517e+00   3.876250e-03   4.298008e-02   51120
  5.148878e+00   9.292488e+00   3.938458e-03   4.372958e-02   49116
  5.162337e+00   9.187788e+00   3.939938e-03   4.234136e-02   49920
  5.176058e+00   9.247835e+00   3.882717e-03   4.388022e-02   48692
  5.189489e+00   9.198713e+00   3.893182e-03   4.403807e-02   47532
  5.203137e+00   9.224308e+00   3.925008e-03   4.415418e-02   48312
  5.216836e+00   9.321958e+00   3.962643e-03   4.592410e-02   46704
  5.230366e+00   9.338451e+00   3.892765e-03   4.539505e-02   46328
  5.244111e+00   9.274617e+00   3.900492e-03   4.541443e-02   45804
  5.257589e+00   9.307302e+00   3.934448e-03   4.656324e-02   44220
  5.271112e+00   9.452631e+00   3.881510e-03   4.760463e-02   44304
  5.284818e+00   9.247510e+00   3.985672e-03   4.619390e-02   43820
