# power spectrum of delta
# redshift z=-0.005754
# k              Pk             sigma(k)       sigma(Pk)      count
  5.244111e+00   2.216502e+01   3.900492e-03   1.063898e-01   45804
  5.257589e+00   2.250510e+01   3.934448e-03   1.119012e-01   44220
  5.271112e+00   2.245489e+01   3.881510e-03   1.107629e-01   44304
  5.284818e+00   2.221823e+01   3.985672e-03   1.091353e-01   43820
  5.298445e+00   2.240649e+01   3.950509e-03   1.126090e-01   43236
  5.312248e+00   2.259231e+01   3.928669e-03   1.145810e-01   42420
  5.325688e+00   2.219563e+01   3.958233e-03   1.136530e-01   40544
  5.339290e+00   2.241918e+01   3.935768e-03   1.137092e-01   41928
  5.353228e+00   2.198177e+01   3.931004e-03   1.144859e-01   40200
  5.366626e+00   2.201169e+01   3.930153e-03   1.177566e-01   38640
  5.380163e+00   2.240591e+01   3.875494e-03   1.191765e-01   38712
  5.393787e+00   2.214093e+01   4.017068e-03   1.209382e-01   38036
  5.407342e+00   2.231672e+01   3.854863e-03   1.224604e-01   37212
  5.421204e+00   2.215125e+01   3.998215e-03   1.205683e-01   37212
  5.434437e+00   2.214316e+01   3.855735e-03   1.249235e-01   33936
  5.447987e+00   2.225476e+01   3.905680e-03   1.221233e-01   36404
  5.461917e+00   2.191451e+01   3.920949e-03   1.274145e-01   34080
  5.475391e+00   2.193608e+01   4.034490e-03   1.239520e-01   33996
  5.489087e+00   2.199767e+01   3.805809e-03   1.279034e-01   32472
  5.502507e+00   2.149177e+01   3.947481e-03   1.288353e-01   31628
  5.516181e+00   2.197300e+01   3.996502e-03   1.313693e-01   32472
  5.530078e+00   2.182218e+01   3.904987e-03   1.325799e-01   30348
  5.543315e+00   2.178444e+01   3.907680e-03   1.382790e-01   28988
  5.556948e+00   2.162166e+01   3.919595e-03   1.325412e-01   29880
  5.570778e+00   2.126795e+01   3.955435e-03   1.332460e-01   28356
  5.584275e+00   2.133099e+01   3.902665e-03   1.359958e-01   27396
  5.597858e+00   2.150834e+01   3.876545e-03   1.405911e-01   26544
  5.611370e+00   2.079730e+01   3.970535e-03   1.365498e-01   26204
  5.625030e+00   2.102913e+01   3.807950e-03   1.428035e-01   25140
  5.638649e+00   2.135424e+01   3.963252e-03   1.445770e-01   24372
  5.652089e+00   2.093067e+01   3.969808e-03   1.443806e-01   23520
  5.665729e+00   2.084663e+01   3.895837e-03   1.460353e-01   23072
  5.679307e+00   2.019602e+01   3.798072e-03   1.449714e-01   21672
  5.692886e+00   2.042467e+01   4.020644e-03   1.456148e-01   21651
  5.706508e+00   2.026416e+01   3.952612e-03   1.492555e-01   20538
  5.720047e+00   1.964270e+01   3.818309e-03   1.489118e-01   19856
  5.733890e+00   1.964468e+01   3.981211e-03   1.462493e-01   19926
  5.747594e+00   2.007858e+01   3.944098e-03   1.556117e-01   18498
  5.760935e+00   1.989447e+01   3.914769e-03   1.546486e-01   17854
  5.774519e+00   1.960703e+01   3.923196e-03   1.514424e-01   17770
  5.788396e+00   1.937516e+01   4.034994e-03   1.506619e-01   17628
  5.802026e+00   1.918862e+01   3.889486e-03   1.603818e-01   16104
  5.815233e+00   1.896844e+01   3.882016e-03   1.574743e-01   15660
  5.829022e+00   1.893372e+01   4.074494e-03   1.578716e-01   16400
  5.842875e+00   1.931840e+01   3.802365e-03   1.676799e-01   14868
  5.856390e+00   1.921260e+01   3.969648e-03   1.656961e-01   14616
  5.869791e+00   1.882498e+01   3.943700e-03   1.657553e-01   13932
  5.883556e+00   1.863764e+01   4.062357e-03   1.573325e-01   14486
  5.897349e+00   1.826975e+01   3.662010e-03   1.663981e-01   12864
  5.910717e+00   1.880251e+01   3.994542e-03   1.707132e-01   12900
  5.924175e+00   1.852752e+01   4.028686e-03   1.731131e-01   12562
  5.937964e+00   1.854449e+01   3.894212e-03   1.722253e-01   12460
  5.951790e+00   1.873127e+01   3.764053e-03   1.769171e-01   11646
  5.965277e+00   1.849328e+01   4.028947e-03   1.757403e-01   11352
  5.978564e+00   1.848455e+01   3.931744e-03   1.806407e-01   10758
  5.992150e+00   1.833000e+01   3.833208e-03   1.786474e-01   10898
  6.006104e+00   1.819275e+01   3.829055e-03   1.816347e-01   10500
  6.019849e+00   1.812934e+01   4.032945e-03   1.802881e-01   10050
  6.033042e+00   1.825655e+01   3.834876e-03   1.916740e-01   9174
  6.046398e+00   1.825930e+01   3.815691e-03   1.932473e-01   9476
  6.060298e+00   1.864790e+01   3.832931e-03   2.008381e-01   9186
  6.074000e+00   1.860621e+01   3.978452e-03   2.063844e-01   8694
  6.087138e+00   1.837565e+01   3.802106e-03   2.156934e-01   8010
  6.100712e+00   1.791469e+01   3.918842e-03   1.975746e-01   8486
  6.114616e+00   1.827642e+01   3.743319e-03   2.100516e-01   7740
  6.128192e+00   1.860515e+01   4.122262e-03   2.187771e-01   7650
  6.141369e+00   1.844783e+01   3.837708e-03   2.258989e-01   6918
  6.155106e+00   1.800905e+01   3.973808e-03   2.106513e-01   7490
  6.169365e+00   1.902786e+01   3.841312e-03   2.323834e-01   6846
  6.182899e+00   1.837341e+01   4.097584e-03   2.300799e-01   6366
  6.195855e+00   1.879250e+01   3.985056e-03   2.460674e-01   5978
  6.209624e+00   1.840707e+01   3.973443e-03   2.291604e-01   6438
  6.223953e+00   1.820694e+01   3.713119e-03   2.426337e-01   5856
  6.237588e+00   1.876286e+01   4.056220e-03   2.525435e-01   5478
  6.250458e+00   1.859754e+01   3.970577e-03   2.663829e-01   4974
  6.263859e+00   1.853630e+01   3.893546e-03   2.539162e-01   5330
  6.278158e+00   1.854284e+01   3.800745e-03   2.566013e-01   5070
  6.291981e+00   1.859754e+01   4.021693e-03   2.680566e-01   4650
  6.304934e+00   1.971470e+01   3.921060e-03   3.020677e-01   4206
  6.318419e+00   1.867457e+01   3.913071e-03   2.766196e-01   4502
  6.332575e+00   1.783708e+01   3.748429e-03   2.735819e-01   4122
  6.346081e+00   1.927105e+01   4.082538e-03   3.153724e-01   3846
  6.358970e+00   1.848231e+01   3.827310e-03   3.194215e-01   3522
  6.372735e+00   1.809961e+01   3.830019e-03   2.912008e-01   3806
  6.387400e+00   1.831067e+01   3.938369e-03   3.057212e-01   3582
  6.400807e+00   1.860807e+01   3.966273e-03   3.367955e-01   2916
  6.412918e+00   2.008498e+01   3.719496e-03   3.720012e-01   2846
  6.426957e+00   1.832815e+01   3.704775e-03   3.223547e-01   3210
  6.442023e+00   2.010431e+01   3.823963e-03   3.773678e-01   2934
  6.455358e+00   1.874171e+01   4.132242e-03   4.034013e-01   2286
  6.466712e+00   2.020152e+01   3.564076e-03   4.039691e-01   2186
  6.480937e+00   1.971004e+01   3.548446e-03   3.738035e-01   2670
  6.496618e+00   1.990742e+01   3.626045e-03   3.955281e-01   2418
  6.510243e+00   2.025014e+01   4.163535e-03   4.783345e-01   1734
  6.520389e+00   2.141048e+01   3.380254e-03   5.450410e-01   1598
  6.534825e+00   2.108481e+01   3.392926e-03   4.264421e-01   2178
  6.551129e+00   1.961121e+01   3.264100e-03   4.499610e-01   1944
  6.565475e+00   2.050039e+01   3.951512e-03   5.377491e-01   1326
  6.574347e+00   2.061954e+01   3.483848e-03   5.892721e-01   1098
  6.588627e+00   2.008869e+01   3.114351e-03   4.775525e-01   1670
  6.605318e+00   2.120244e+01   2.966416e-03   5.290037e-01   1506
  6.620914e+00   2.148122e+01   3.705733e-03   6.393748e-01   1134
  6.628491e+00   2.259275e+01   2.990986e-03   1.070827e+00   558
  6.642518e+00   2.170530e+01   3.087466e-03   5.448125e-01   1292
  6.659724e+00   2.430370e+01   2.169084e-03   7.610084e-01   1086
  6.675965e+00   2.232302e+01   2.978593e-03   7.931171e-01   858
  6.681697e+00   2.213760e+01   1.913752e-03   1.257957e+00   246
  6.695739e+00   2.198026e+01   2.219005e-03   7.284787e-01   902
  6.713459e+00   2.230116e+01   1.840625e-03   8.211471e-01   780
  6.730751e+00   2.508344e+01   1.476129e-03   1.012399e+00   606
  6.734883e+00   2.405971e+01   1.019448e-03   2.438118e+00   78
  6.749143e+00   2.324481e+01   1.435913e-03   9.946051e-01   578
  6.766997e+00   2.559639e+01   1.215036e-03   1.123816e+00   486
  6.784822e+00   2.557984e+01   9.199482e-04   1.231795e+00   396
  6.788458e+00   4.100389e+01   1.245875e-07   7.241011e+00   6
  6.802781e+00   2.669089e+01   8.323259e-04   1.397334e+00   326
  6.820711e+00   2.539690e+01   6.700165e-04   1.431427e+00   258
  6.838666e+00   3.237714e+01   5.266681e-04   2.321870e+00   198
  6.856647e+00   2.352404e+01   4.018571e-04   2.316542e+00   146
  6.874651e+00   2.604335e+01   2.949634e-04   2.661544e+00   102
  6.892681e+00   2.948658e+01   2.049921e-04   3.670801e+00   66
  6.910733e+00   2.662243e+01   1.301902e-04   3.843036e+00   38
  6.928809e+00   5.112918e+01   6.714806e-05   8.321044e+00   18
  6.946899e+00   2.412370e+01   0.000000e+00   6.234758e+00   6
