# power spectrum of delta
# redshift z=0.980902
# k              Pk             sigma(k)       sigma(Pk)      count
  5.230366e+00   9.504278e+00   3.892765e-03   4.540070e-02   46328
  5.244111e+00   9.415182e+00   3.900492e-03   4.541797e-02   45804
  5.257589e+00   9.462426e+00   3.934448e-03   4.656833e-02   44220
  5.271112e+00   9.607011e+00   3.881510e-03   4.761222e-02   44304
  5.284818e+00   9.407590e+00   3.985672e-03   4.619873e-02   43820
  5.298445e+00   9.518760e+00   3.950509e-03   4.666201e-02   43236
  5.312248e+00   9.466565e+00   3.928669e-03   4.738265e-02   42420
  5.325688e+00   9.536014e+00   3.958233e-03   4.938780e-02   40544
  5.339290e+00   9.584986e+00   3.935768e-03   4.859934e-02   41928
  5.353228e+00   9.464744e+00   3.931004e-03   4.981897e-02   40200
  5.366626e+00   9.508632e+00   3.930153e-03   5.081030e-02   38640
  5.380163e+00   9.566295e+00   3.875494e-03   5.073722e-02   38712
  5.393787e+00   9.417503e+00   4.017068e-03   5.052488e-02   38036
  5.407342e+00   9.675485e+00   3.854863e-03   5.214972e-02   37212
  5.421204e+00   9.676264e+00   3.998215e-03   5.260440e-02   37212
  5.434437e+00   9.585992e+00   3.855735e-03   5.405587e-02   33936
  5.447987e+00   9.596363e+00   3.905680e-03   5.241899e-02   36404
  5.461917e+00   9.481560e+00   3.920949e-03   5.436746e-02   34080
  5.475391e+00   9.639224e+00   4.034490e-03   5.511471e-02   33996
  5.489087e+00   9.723824e+00   3.805809e-03   5.644618e-02   32472
  5.502507e+00   9.446265e+00   3.947481e-03   5.571151e-02   31628
  5.516181e+00   9.697159e+00   3.996502e-03   5.760257e-02   32472
  5.530078e+00   9.671010e+00   3.904987e-03   5.878250e-02   30348
  5.543315e+00   9.742638e+00   3.907680e-03   6.033845e-02   28988
  5.556948e+00   9.648616e+00   3.919595e-03   5.951448e-02   29880
  5.570778e+00   9.679144e+00   3.955435e-03   6.070378e-02   28356
  5.584275e+00   9.649041e+00   3.902665e-03   6.150594e-02   27396
  5.597858e+00   9.585728e+00   3.876545e-03   6.192684e-02   26544
  5.611370e+00   9.490581e+00   3.970535e-03   6.183011e-02   26204
  5.625030e+00   9.586242e+00   3.807950e-03   6.390669e-02   25140
  5.638649e+00   9.521895e+00   3.963252e-03   6.472427e-02   24372
  5.652089e+00   9.387602e+00   3.969808e-03   6.424754e-02   23520
  5.665729e+00   9.322552e+00   3.895837e-03   6.528362e-02   23072
  5.679307e+00   9.224981e+00   3.798072e-03   6.751481e-02   21672
  5.692886e+00   9.222884e+00   4.020644e-03   6.658722e-02   21651
  5.706508e+00   9.124239e+00   3.952612e-03   6.621716e-02   20538
  5.720047e+00   9.128080e+00   3.818309e-03   6.789038e-02   19856
  5.733890e+00   9.215748e+00   3.981211e-03   6.853302e-02   19926
  5.747594e+00   9.230384e+00   3.944098e-03   7.088863e-02   18498
  5.760935e+00   9.110407e+00   3.914769e-03   7.126273e-02   17854
  5.774519e+00   8.959752e+00   3.923196e-03   7.055664e-02   17770
  5.788396e+00   8.836513e+00   4.034994e-03   6.724404e-02   17628
  5.802026e+00   8.902177e+00   3.889486e-03   7.414182e-02   16104
  5.815233e+00   9.037209e+00   3.882016e-03   7.631778e-02   15660
  5.829022e+00   8.917635e+00   4.074494e-03   7.396679e-02   16400
  5.842875e+00   8.868418e+00   3.802365e-03   7.450686e-02   14868
  5.856390e+00   8.722234e+00   3.969648e-03   7.322881e-02   14616
  5.869791e+00   8.925712e+00   3.943700e-03   7.816391e-02   13932
  5.883556e+00   8.792382e+00   4.062357e-03   7.531887e-02   14486
  5.897349e+00   8.830786e+00   3.662010e-03   8.032495e-02   12864
  5.910717e+00   8.810452e+00   3.994542e-03   7.883023e-02   12900
  5.924175e+00   8.905475e+00   4.028686e-03   8.221135e-02   12562
  5.937964e+00   8.716010e+00   3.894212e-03   7.982004e-02   12460
  5.951790e+00   8.632142e+00   3.764053e-03   8.301176e-02   11646
  5.965277e+00   8.891124e+00   4.028947e-03   8.497165e-02   11352
  5.978564e+00   8.984656e+00   3.931744e-03   8.906866e-02   10758
  5.992150e+00   8.593026e+00   3.833208e-03   8.488282e-02   10898
  6.006104e+00   8.689085e+00   3.829055e-03   8.741152e-02   10500
  6.019849e+00   8.494107e+00   4.032945e-03   8.278145e-02   10050
  6.033042e+00   8.707782e+00   3.834876e-03   9.350535e-02   9174
  6.046398e+00   8.621058e+00   3.815691e-03   9.253948e-02   9476
  6.060298e+00   8.763075e+00   3.832931e-03   9.343577e-02   9186
  6.074000e+00   8.929496e+00   3.978452e-03   9.645894e-02   8694
  6.087138e+00   8.924974e+00   3.802106e-03   1.032681e-01   8010
  6.100712e+00   8.850645e+00   3.918842e-03   9.771312e-02   8486
  6.114616e+00   8.780505e+00   3.743319e-03   1.005000e-01   7740
  6.128192e+00   8.653774e+00   4.122262e-03   1.025033e-01   7650
  6.141369e+00   9.216384e+00   3.837708e-03   1.145441e-01   6918
  6.155106e+00   8.824360e+00   3.973808e-03   1.035065e-01   7490
  6.169365e+00   8.930557e+00   3.841312e-03   1.060237e-01   6846
  6.182899e+00   9.047496e+00   4.097584e-03   1.144597e-01   6366
  6.195855e+00   8.970611e+00   3.985056e-03   1.171205e-01   5978
  6.209624e+00   9.274656e+00   3.973443e-03   1.173247e-01   6438
  6.223953e+00   9.267581e+00   3.713119e-03   1.195490e-01   5856
  6.237588e+00   9.090632e+00   4.056220e-03   1.236296e-01   5478
  6.250458e+00   9.338246e+00   3.970577e-03   1.339693e-01   4974
  6.263859e+00   9.157494e+00   3.893546e-03   1.248140e-01   5330
  6.278158e+00   9.480481e+00   3.800745e-03   1.339282e-01   5070
  6.291981e+00   9.393585e+00   4.021693e-03   1.404562e-01   4650
  6.304934e+00   9.224026e+00   3.921060e-03   1.419233e-01   4206
  6.318419e+00   9.264381e+00   3.913071e-03   1.333881e-01   4502
  6.332575e+00   9.514069e+00   3.748429e-03   1.501207e-01   4122
  6.346081e+00   9.539823e+00   4.082538e-03   1.528193e-01   3846
  6.358970e+00   9.384003e+00   3.827310e-03   1.579807e-01   3522
  6.372735e+00   9.705563e+00   3.830019e-03   1.602243e-01   3806
  6.387400e+00   9.454721e+00   3.938369e-03   1.645844e-01   3582
  6.400807e+00   1.011071e+01   3.966273e-03   1.926558e-01   2916
  6.412918e+00   9.391226e+00   3.719496e-03   1.791079e-01   2846
  6.426957e+00   9.901905e+00   3.704775e-03   1.711498e-01   3210
  6.442023e+00   9.965130e+00   3.823963e-03   1.816905e-01   2934
  6.455358e+00   9.396166e+00   4.132242e-03   2.010930e-01   2286
  6.466712e+00   1.020480e+01   3.564076e-03   2.198701e-01   2186
  6.480937e+00   1.018162e+01   3.548446e-03   1.977191e-01   2670
  6.496618e+00   1.029028e+01   3.626045e-03   2.001823e-01   2418
  6.510243e+00   1.063468e+01   4.163535e-03   2.477459e-01   1734
  6.520389e+00   1.036325e+01   3.380254e-03   2.483694e-01   1598
  6.534825e+00   1.071845e+01   3.392926e-03   2.151578e-01   2178
  6.551129e+00   1.028300e+01   3.264100e-03   2.325417e-01   1944
  6.565475e+00   1.009428e+01   3.951512e-03   2.715625e-01   1326
  6.574347e+00   1.013117e+01   3.483848e-03   3.112091e-01   1098
  6.588627e+00   1.026331e+01   3.114351e-03   2.702574e-01   1670
  6.605318e+00   1.109885e+01   2.966416e-03   2.746711e-01   1506
  6.620914e+00   1.171021e+01   3.705733e-03   3.389772e-01   1134
  6.628491e+00   1.163074e+01   2.990986e-03   4.522055e-01   558
  6.642518e+00   1.077600e+01   3.087466e-03   2.953462e-01   1292
  6.659724e+00   1.198886e+01   2.169084e-03   3.691440e-01   1086
  6.675965e+00   1.116223e+01   2.978593e-03   3.720199e-01   858
  6.681697e+00   1.211321e+01   1.913752e-03   7.439518e-01   246
  6.695739e+00   1.145763e+01   2.219005e-03   3.761926e-01   902
  6.713459e+00   1.185259e+01   1.840625e-03   4.078849e-01   780
  6.730751e+00   1.180609e+01   1.476129e-03   4.656134e-01   606
  6.734883e+00   1.608300e+01   1.019448e-03   1.835288e+00   78
  6.749143e+00   1.220504e+01   1.435913e-03   4.876723e-01   578
  6.766997e+00   1.375510e+01   1.215036e-03   5.866138e-01   486
  6.784822e+00   1.302494e+01   9.199482e-04   6.565958e-01   396
  6.788458e+00   1.269805e+01   1.245875e-07   1.421324e+00   6
  6.802781e+00   1.266324e+01   8.323259e-04   7.754664e-01   326
  6.820711e+00   1.349856e+01   6.700165e-04   9.128875e-01   258
  6.838666e+00   1.264122e+01   5.266681e-04   9.216822e-01   198
  6.856647e+00   1.169062e+01   4.018571e-04   7.786536e-01   146
  6.874651e+00   1.312181e+01   2.949634e-04   9.919313e-01   102
  6.892681e+00   9.136137e+00   2.049921e-04   1.356855e+00   66
  6.910733e+00   1.318763e+01   1.301902e-04   1.641131e+00   38
  6.928809e+00   2.305918e+01   6.714806e-05   3.454770e+00   18
  6.946899e+00   4.423481e+00   0.000000e+00   1.989126e+00   6
