# power spectrum of delta
# redshift z=0.980902
# k              Pk             sigma(k)       sigma(Pk)      count
  5.244111e+00   1.002048e+01   3.900492e-03   4.831334e-02   45804
  5.257589e+00   1.009346e+01   3.934448e-03   4.953953e-02   44220
  5.271112e+00   1.023078e+01   3.881510e-03   5.039840e-02   44304
  5.284818e+00   1.002808e+01   3.985672e-03   4.932607e-02   43820
  5.298445e+00   1.016324e+01   3.950509e-03   4.991006e-02   43236
  5.312248e+00   1.004398e+01   3.928669e-03   5.037070e-02   42420
  5.325688e+00   1.017543e+01   3.958233e-03   5.315585e-02   40544
  5.339290e+00   1.015806e+01   3.935768e-03   5.137047e-02   41928
  5.353228e+00   1.007682e+01   3.931004e-03   5.298042e-02   40200
  5.366626e+00   1.018437e+01   3.930153e-03   5.440925e-02   38640
  5.380163e+00   1.021752e+01   3.875494e-03   5.392397e-02   38712
  5.393787e+00   1.006161e+01   4.017068e-03   5.356016e-02   38036
  5.407342e+00   1.033442e+01   3.854863e-03   5.602956e-02   37212
  5.421204e+00   1.025020e+01   3.998215e-03   5.607442e-02   37212
  5.434437e+00   1.020873e+01   3.855735e-03   5.750315e-02   33936
  5.447987e+00   1.023031e+01   3.905680e-03   5.648080e-02   36404
  5.461917e+00   1.000541e+01   3.920949e-03   5.705782e-02   34080
  5.475391e+00   1.024651e+01   4.034490e-03   5.836339e-02   33996
  5.489087e+00   1.029391e+01   3.805809e-03   5.973557e-02   32472
  5.502507e+00   1.002175e+01   3.947481e-03   5.860782e-02   31628
  5.516181e+00   1.034882e+01   3.996502e-03   6.136263e-02   32472
  5.530078e+00   1.028810e+01   3.904987e-03   6.275864e-02   30348
  5.543315e+00   1.032301e+01   3.907680e-03   6.396334e-02   28988
  5.556948e+00   1.029248e+01   3.919595e-03   6.365837e-02   29880
  5.570778e+00   1.029743e+01   3.955435e-03   6.440056e-02   28356
  5.584275e+00   1.024003e+01   3.902665e-03   6.512657e-02   27396
  5.597858e+00   1.021446e+01   3.876545e-03   6.632985e-02   26544
  5.611370e+00   1.011994e+01   3.970535e-03   6.583051e-02   26204
  5.625030e+00   1.021005e+01   3.807950e-03   6.793186e-02   25140
  5.638649e+00   1.004644e+01   3.963252e-03   6.829795e-02   24372
  5.652089e+00   1.001172e+01   3.969808e-03   6.956582e-02   23520
  5.665729e+00   9.937323e+00   3.895837e-03   6.961253e-02   23072
  5.679307e+00   9.792273e+00   3.798072e-03   7.082065e-02   21672
  5.692886e+00   9.824375e+00   4.020644e-03   7.129534e-02   21651
  5.706508e+00   9.705532e+00   3.952612e-03   7.035703e-02   20538
  5.720047e+00   9.713138e+00   3.818309e-03   7.138720e-02   19856
  5.733890e+00   9.754978e+00   3.981211e-03   7.207748e-02   19926
  5.747594e+00   9.815067e+00   3.944098e-03   7.585164e-02   18498
  5.760935e+00   9.726307e+00   3.914769e-03   7.666937e-02   17854
  5.774519e+00   9.434212e+00   3.923196e-03   7.402363e-02   17770
  5.788396e+00   9.297519e+00   4.034994e-03   7.159598e-02   17628
  5.802026e+00   9.395006e+00   3.889486e-03   7.861421e-02   16104
  5.815233e+00   9.598105e+00   3.882016e-03   8.126284e-02   15660
  5.829022e+00   9.573009e+00   4.074494e-03   7.918294e-02   16400
  5.842875e+00   9.428121e+00   3.802365e-03   7.977357e-02   14868
  5.856390e+00   9.319352e+00   3.969648e-03   7.931972e-02   14616
  5.869791e+00   9.498831e+00   3.943700e-03   8.332575e-02   13932
  5.883556e+00   9.374451e+00   4.062357e-03   8.011296e-02   14486
  5.897349e+00   9.372609e+00   3.662010e-03   8.764768e-02   12864
  5.910717e+00   9.364344e+00   3.994542e-03   8.413315e-02   12900
  5.924175e+00   9.501392e+00   4.028686e-03   8.690850e-02   12562
  5.937964e+00   9.136435e+00   3.894212e-03   8.315930e-02   12460
  5.951790e+00   9.207279e+00   3.764053e-03   8.825719e-02   11646
  5.965277e+00   9.306146e+00   4.028947e-03   8.781997e-02   11352
  5.978564e+00   9.475351e+00   3.931744e-03   9.377354e-02   10758
  5.992150e+00   9.113376e+00   3.833208e-03   9.015304e-02   10898
  6.006104e+00   9.131042e+00   3.829055e-03   9.073236e-02   10500
  6.019849e+00   8.998760e+00   4.032945e-03   8.877985e-02   10050
  6.033042e+00   9.254317e+00   3.834876e-03   9.880816e-02   9174
  6.046398e+00   9.115267e+00   3.815691e-03   9.667198e-02   9476
  6.060298e+00   9.325896e+00   3.832931e-03   1.000056e-01   9186
  6.074000e+00   9.442502e+00   3.978452e-03   1.030985e-01   8694
  6.087138e+00   9.518971e+00   3.802106e-03   1.106270e-01   8010
  6.100712e+00   9.300365e+00   3.918842e-03   1.046906e-01   8486
  6.114616e+00   9.303693e+00   3.743319e-03   1.084551e-01   7740
  6.128192e+00   9.204882e+00   4.122262e-03   1.093043e-01   7650
  6.141369e+00   9.753966e+00   3.837708e-03   1.207453e-01   6918
  6.155106e+00   9.235071e+00   3.973808e-03   1.086078e-01   7490
  6.169365e+00   9.323867e+00   3.841312e-03   1.112937e-01   6846
  6.182899e+00   9.439831e+00   4.097584e-03   1.198820e-01   6366
  6.195855e+00   9.447711e+00   3.985056e-03   1.235350e-01   5978
  6.209624e+00   9.693573e+00   3.973443e-03   1.233795e-01   6438
  6.223953e+00   9.656948e+00   3.713119e-03   1.241865e-01   5856
  6.237588e+00   9.653792e+00   4.056220e-03   1.297029e-01   5478
  6.250458e+00   9.758870e+00   3.970577e-03   1.374306e-01   4974
  6.263859e+00   9.450340e+00   3.893546e-03   1.273515e-01   5330
  6.278158e+00   9.833245e+00   3.800745e-03   1.396670e-01   5070
  6.291981e+00   9.852173e+00   4.021693e-03   1.449186e-01   4650
  6.304934e+00   9.777365e+00   3.921060e-03   1.497641e-01   4206
  6.318419e+00   9.843688e+00   3.913071e-03   1.455871e-01   4502
  6.332575e+00   9.942347e+00   3.748429e-03   1.556597e-01   4122
  6.346081e+00   1.009226e+01   4.082538e-03   1.616120e-01   3846
  6.358970e+00   9.654991e+00   3.827310e-03   1.587577e-01   3522
  6.372735e+00   1.001171e+01   3.830019e-03   1.672745e-01   3806
  6.387400e+00   1.013333e+01   3.938369e-03   1.750149e-01   3582
  6.400807e+00   1.058674e+01   3.966273e-03   2.048795e-01   2916
  6.412918e+00   9.898955e+00   3.719496e-03   1.854508e-01   2846
  6.426957e+00   1.035403e+01   3.704775e-03   1.772533e-01   3210
  6.442023e+00   1.057656e+01   3.823963e-03   1.938968e-01   2934
  6.455358e+00   9.874220e+00   4.132242e-03   2.090187e-01   2286
  6.466712e+00   1.061784e+01   3.564076e-03   2.356822e-01   2186
  6.480937e+00   1.062787e+01   3.548446e-03   2.100401e-01   2670
  6.496618e+00   1.096276e+01   3.626045e-03   2.159229e-01   2418
  6.510243e+00   1.135835e+01   4.163535e-03   2.657377e-01   1734
  6.520389e+00   1.090940e+01   3.380254e-03   2.672299e-01   1598
  6.534825e+00   1.113881e+01   3.392926e-03   2.249478e-01   2178
  6.551129e+00   1.108109e+01   3.264100e-03   2.464372e-01   1944
  6.565475e+00   1.080324e+01   3.951512e-03   3.004362e-01   1326
  6.574347e+00   1.081384e+01   3.483848e-03   3.416612e-01   1098
  6.588627e+00   1.058711e+01   3.114351e-03   2.744760e-01   1670
  6.605318e+00   1.176006e+01   2.966416e-03   2.903721e-01   1506
  6.620914e+00   1.254436e+01   3.705733e-03   3.718102e-01   1134
  6.628491e+00   1.189528e+01   2.990986e-03   5.160870e-01   558
  6.642518e+00   1.173804e+01   3.087466e-03   3.358687e-01   1292
  6.659724e+00   1.312038e+01   2.169084e-03   3.891616e-01   1086
  6.675965e+00   1.195118e+01   2.978593e-03   4.057283e-01   858
  6.681697e+00   1.295868e+01   1.913752e-03   7.991061e-01   246
  6.695739e+00   1.226769e+01   2.219005e-03   3.863470e-01   902
  6.713459e+00   1.309065e+01   1.840625e-03   4.572705e-01   780
  6.730751e+00   1.249878e+01   1.476129e-03   5.093633e-01   606
  6.734883e+00   1.612648e+01   1.019448e-03   1.879510e+00   78
  6.749143e+00   1.258701e+01   1.435913e-03   4.867209e-01   578
  6.766997e+00   1.416147e+01   1.215036e-03   6.022238e-01   486
  6.784822e+00   1.376043e+01   9.199482e-04   6.994821e-01   396
  6.788458e+00   1.497075e+01   1.245875e-07   3.058383e+00   6
  6.802781e+00   1.315174e+01   8.323259e-04   8.983624e-01   326
  6.820711e+00   1.439123e+01   6.700165e-04   9.253640e-01   258
  6.838666e+00   1.339187e+01   5.266681e-04   1.127091e+00   198
  6.856647e+00   1.310420e+01   4.018571e-04   9.862261e-01   146
  6.874651e+00   1.400930e+01   2.949634e-04   1.154322e+00   102
  6.892681e+00   1.076999e+01   2.049921e-04   1.448057e+00   66
  6.910733e+00   1.300569e+01   1.301902e-04   1.714484e+00   38
  6.928809e+00   2.522675e+01   6.714806e-05   3.021289e+00   18
  6.946899e+00   8.684398e-01   0.000000e+00   4.352678e-01   6
