# power spectrum of delta
# redshift z=-0.005754
# k              Pk             sigma(k)       sigma(Pk)      count
  5.257589e+00   4.154167e+01   3.934448e-03   2.069471e-01   44220
  5.271112e+00   4.132878e+01   3.881510e-03   2.051840e-01   44304
  5.284818e+00   4.088367e+01   3.985672e-03   2.037415e-01   43820
  5.298445e+00   4.111471e+01   3.950509e-03   2.069240e-01   43236
  5.312248e+00   4.135589e+01   3.928669e-03   2.062773e-01   42420
  5.325688e+00   4.081703e+01   3.958233e-03   2.095227e-01   40544
  5.339290e+00   4.062167e+01   3.935768e-03   2.082025e-01   41928
  5.353228e+00   4.115645e+01   3.931004e-03   2.132000e-01   40200
  5.366626e+00   4.084107e+01   3.930153e-03   2.156326e-01   38640
  5.380163e+00   4.144785e+01   3.875494e-03   2.188131e-01   38712
  5.393787e+00   4.087846e+01   4.017068e-03   2.199049e-01   38036
  5.407342e+00   4.018485e+01   3.854863e-03   2.199661e-01   37212
  5.421204e+00   4.097516e+01   3.998215e-03   2.243530e-01   37212
  5.434437e+00   4.037467e+01   3.855735e-03   2.306538e-01   33936
  5.447987e+00   4.090118e+01   3.905680e-03   2.266774e-01   36404
  5.461917e+00   4.079571e+01   3.920949e-03   2.306443e-01   34080
  5.475391e+00   4.068707e+01   4.034490e-03   2.324979e-01   33996
  5.489087e+00   4.109845e+01   3.805809e-03   2.416221e-01   32472
  5.502507e+00   3.952583e+01   3.947481e-03   2.374237e-01   31628
  5.516181e+00   4.117216e+01   3.996502e-03   2.422515e-01   32472
  5.530078e+00   4.075921e+01   3.904987e-03   2.459633e-01   30348
  5.543315e+00   4.006834e+01   3.907680e-03   2.515331e-01   28988
  5.556948e+00   4.020574e+01   3.919595e-03   2.431209e-01   29880
  5.570778e+00   3.973673e+01   3.955435e-03   2.541362e-01   28356
  5.584275e+00   4.025884e+01   3.902665e-03   2.597838e-01   27396
  5.597858e+00   3.981132e+01   3.876545e-03   2.636347e-01   26544
  5.611370e+00   3.927945e+01   3.970535e-03   2.590008e-01   26204
  5.625030e+00   3.946760e+01   3.807950e-03   2.683098e-01   25140
  5.638649e+00   3.860510e+01   3.963252e-03   2.627507e-01   24372
  5.652089e+00   3.876957e+01   3.969808e-03   2.649745e-01   23520
  5.665729e+00   3.850564e+01   3.895837e-03   2.674858e-01   23072
  5.679307e+00   3.738350e+01   3.798072e-03   2.668901e-01   21672
  5.692886e+00   3.871858e+01   4.020644e-03   2.803943e-01   21651
  5.706508e+00   3.758981e+01   3.952612e-03   2.793455e-01   20538
  5.720047e+00   3.727362e+01   3.818309e-03   2.825477e-01   19856
  5.733890e+00   3.695762e+01   3.981211e-03   2.718334e-01   19926
  5.747594e+00   3.694755e+01   3.944098e-03   2.800940e-01   18498
  5.760935e+00   3.714567e+01   3.914769e-03   2.862767e-01   17854
  5.774519e+00   3.614458e+01   3.923196e-03   2.848676e-01   17770
  5.788396e+00   3.600304e+01   4.034994e-03   2.798904e-01   17628
  5.802026e+00   3.546618e+01   3.889486e-03   2.877090e-01   16104
  5.815233e+00   3.566099e+01   3.882016e-03   2.953478e-01   15660
  5.829022e+00   3.600602e+01   4.074494e-03   2.910077e-01   16400
  5.842875e+00   3.606961e+01   3.802365e-03   3.021211e-01   14868
  5.856390e+00   3.570837e+01   3.969648e-03   3.078225e-01   14616
  5.869791e+00   3.568392e+01   3.943700e-03   3.080398e-01   13932
  5.883556e+00   3.463822e+01   4.062357e-03   2.980673e-01   14486
  5.897349e+00   3.482672e+01   3.662010e-03   3.205568e-01   12864
  5.910717e+00   3.403543e+01   3.994542e-03   3.149117e-01   12900
  5.924175e+00   3.451522e+01   4.028686e-03   3.307456e-01   12562
  5.937964e+00   3.350723e+01   3.894212e-03   3.111526e-01   12460
  5.951790e+00   3.426644e+01   3.764053e-03   3.304301e-01   11646
  5.965277e+00   3.431762e+01   4.028947e-03   3.309652e-01   11352
  5.978564e+00   3.428636e+01   3.931744e-03   3.397088e-01   10758
  5.992150e+00   3.396008e+01   3.833208e-03   3.455480e-01   10898
  6.006104e+00   3.476597e+01   3.829055e-03   3.399416e-01   10500
  6.019849e+00   3.427896e+01   4.032945e-03   3.513871e-01   10050
  6.033042e+00   3.469137e+01   3.834876e-03   3.598389e-01   9174
  6.046398e+00   3.276405e+01   3.815691e-03   3.469897e-01   9476
  6.060298e+00   3.353241e+01   3.832931e-03   3.493745e-01   9186
  6.074000e+00   3.330600e+01   3.978452e-03   3.671784e-01   8694
  6.087138e+00   3.292639e+01   3.802106e-03   3.753990e-01   8010
  6.100712e+00   3.305320e+01   3.918842e-03   3.656828e-01   8486
  6.114616e+00   3.293922e+01   3.743319e-03   3.767303e-01   7740
  6.128192e+00   3.323900e+01   4.122262e-03   3.928242e-01   7650
  6.141369e+00   3.394426e+01   3.837708e-03   4.276913e-01   6918
  6.155106e+00   3.292392e+01   3.973808e-03   3.957440e-01   7490
  6.169365e+00   3.269720e+01   3.841312e-03   4.186676e-01   6846
  6.182899e+00   3.189237e+01   4.097584e-03   4.116923e-01   6366
  6.195855e+00   3.376021e+01   3.985056e-03   4.298700e-01   5978
  6.209624e+00   3.301225e+01   3.973443e-03   4.175979e-01   6438
  6.223953e+00   3.253550e+01   3.713119e-03   4.288787e-01   5856
  6.237588e+00   3.306092e+01   4.056220e-03   4.556334e-01   5478
  6.250458e+00   3.359481e+01   3.970577e-03   4.706828e-01   4974
  6.263859e+00   3.271988e+01   3.893546e-03   4.440950e-01   5330
  6.278158e+00   3.313816e+01   3.800745e-03   4.741411e-01   5070
  6.291981e+00   3.337530e+01   4.021693e-03   4.870552e-01   4650
  6.304934e+00   3.269452e+01   3.921060e-03   5.036473e-01   4206
  6.318419e+00   3.306242e+01   3.913071e-03   5.004934e-01   4502
  6.332575e+00   3.320202e+01   3.748429e-03   5.174968e-01   4122
  6.346081e+00   3.375223e+01   4.082538e-03   5.457548e-01   3846
  6.358970e+00   3.413111e+01   3.827310e-03   5.803838e-01   3522
  6.372735e+00   3.280458e+01   3.830019e-03   5.279269e-01   3806
  6.387400e+00   3.380394e+01   3.938369e-03   5.734704e-01   3582
  6.400807e+00   3.562360e+01   3.966273e-03   6.666338e-01   2916
  6.412918e+00   3.451005e+01   3.719496e-03   6.256713e-01   2846
  6.426957e+00   3.357232e+01   3.704775e-03   5.766675e-01   3210
  6.442023e+00   3.412142e+01   3.823963e-03   6.589339e-01   2934
  6.455358e+00   3.452619e+01   4.132242e-03   7.012937e-01   2286
  6.466712e+00   3.516716e+01   3.564076e-03   7.439630e-01   2186
  6.480937e+00   3.562964e+01   3.548446e-03   6.611849e-01   2670
  6.496618e+00   3.402153e+01   3.626045e-03   7.119994e-01   2418
  6.510243e+00   3.391021e+01   4.163535e-03   8.232179e-01   1734
  6.520389e+00   3.837642e+01   3.380254e-03   9.910873e-01   1598
  6.534825e+00   3.595003e+01   3.392926e-03   7.537019e-01   2178
  6.551129e+00   3.702493e+01   3.264100e-03   8.117259e-01   1944
  6.565475e+00   3.571367e+01   3.951512e-03   9.464002e-01   1326
  6.574347e+00   3.891931e+01   3.483848e-03   1.191987e+00   1098
  6.588627e+00   3.756692e+01   3.114351e-03   9.311706e-01   1670
  6.605318e+00   4.113344e+01   2.966416e-03   1.063333e+00   1506
  6.620914e+00   3.708625e+01   3.705733e-03   1.054699e+00   1134
  6.628491e+00   4.358097e+01   2.990986e-03   1.747935e+00   558
  6.642518e+00   3.676347e+01   3.087466e-03   1.050402e+00   1292
  6.659724e+00   3.889711e+01   2.169084e-03   1.224275e+00   1086
  6.675965e+00   3.741278e+01   2.978593e-03   1.222842e+00   858
  6.681697e+00   3.686917e+01   1.913752e-03   2.235830e+00   246
  6.695739e+00   4.242542e+01   2.219005e-03   1.433473e+00   902
  6.713459e+00   3.695225e+01   1.840625e-03   1.289218e+00   780
  6.730751e+00   3.878443e+01   1.476129e-03   1.562135e+00   606
  6.734883e+00   4.359302e+01   1.019448e-03   5.224591e+00   78
  6.749143e+00   4.374685e+01   1.435913e-03   1.859664e+00   578
  6.766997e+00   4.004996e+01   1.215036e-03   1.878012e+00   486
  6.784822e+00   4.149757e+01   9.199482e-04   2.349423e+00   396
  6.788458e+00   1.956115e+01   1.245875e-07   4.436066e+00   6
  6.802781e+00   4.495773e+01   8.323259e-04   2.242292e+00   326
  6.820711e+00   4.043463e+01   6.700165e-04   2.856589e+00   258
  6.838666e+00   4.074349e+01   5.266681e-04   2.760134e+00   198
  6.856647e+00   4.560396e+01   4.018571e-04   3.229841e+00   146
  6.874651e+00   4.326836e+01   2.949634e-04   4.061637e+00   102
  6.892681e+00   5.804808e+01   2.049921e-04   7.631113e+00   66
  6.910733e+00   4.611542e+01   1.301902e-04   4.927717e+00   38
  6.928809e+00   4.322336e+01   6.714806e-05   7.238396e+00   18
  6.946899e+00   3.016396e+01   0.000000e+00   7.356367e+00   6
