# Sharma et al. 2021, MNRAS 503, 1753 (doi:10.1093/mnras/stab249; arXiv:2005.00279) released catalogue
# "Flat rotation curves of z~1 star-forming galaxies": 344 KROSS galaxies re-modelled with 3D-Barolo.
# SOURCE: CDS/VizieR J/MNRAS/503/1753 catalog.dat (Records=344), sha256 b91ea011fd98ceacf1b30a18123da2c4a20162d78edbf383fbff37c72b57df45;
#   cross-checked C6 against the authors' Harvard Dataverse file doi:10.7910/DVN/MHRG4O
#   (gsharma_2020_catalog.fits, md5 43037198cef3cc89376984cb76a8dd61, sha256 507c2e0834957950f30d72eb99832d95ac75f31628e412351731448be859c942).
# VIZIER LABEL DEFECT: the CDS ReadMe labels Re, Vout, VPGCout, Sigma, LHa, FHa (and their errors) as log
#   quantities ([kpc], [km/s], ...). The numbers are LINEAR: they equal the Dataverse FITS columns and Re spans
#   0.695-7.73 kpc, matching the abstract's 0.69<=R_e[kpc]<=7.76. Columns here are named as linear.
# CONVENTIONS: no cosmology statement found in the arXiv source; Re, M_H, PA, magnitudes are adopted from
#   Harrison+2017 (H0=70, Om=0.3, OL=0.7, Chabrier). Quality: 1 best, 2 reasonable, 3 discarded by the authors.
# VELOCITY: Vout_kms = 3D-Barolo rotation velocity at R_out = 6.4 R_D, R_D = 0.59 R_e (beam smearing
#   handled in 3D; paper Sec. 3.1 figure caption: R_out = R_2opt = 3.78 R_e); VPGC_out_kms = same after
#   PRESSURE-GRADIENT CORRECTION (paper Sec. 3.2):
#   V_c^PGC = sqrt(V_phi^2 - sigma_R^2 [dln Sigma/dln R + dln sigma_R^2/dln R + (1-alpha)/2]).
#   => R_out_kpc = 3.78*Re_kpc (not a column; compute downstream). Sigma_kms = weighted
#   mean intrinsic dispersion. L_Ha in erg/s (10^-7 W), F_Ha in erg/s/cm^2 (mW/m^2), no extinction correction.
# STELLAR MASS: the paper's LePhare masses (supplied by A. Tiley) are NOT in the released catalogue.
#   T19_* = JOIN to Tiley2019a KROSS rows by KID (167/344 present; SED masses, WMAP9).
#   H17_* = JOIN to Harrison+2017 by KID (344/344; fixed M/L=0.2 H-band mass, H0=70; R_1/2 kpc).
# Built by scripts/highz_tf_samples_build.py on 2026-09-16.
KID,Name,Quality,Flag_PA,RAdeg,DEdeg,z,PA_deg,INC_deg,MH_AB,zmag_AB,Kmag_AB,Re_kpc,Re_err_kpc,Vout_kms,Vout_err_kms,VPGC_out_kms,VPGC_out_err_kms,Sigma_kms,Sigma_err_kms,L_Ha_erg_s,L_Ha_err_erg_s,F_Ha_erg_s_cm2,T19_logMstar_SED,T19_disky_flag,H17_logMstar_fixedML,H17_R12_kpc
520,S-zvipe_z1_819,2,phot,333.49561,0.920368,0.920533,14.106,53.0,-19.94,22.4718,22.8775,3.301965,1.981179,134.791,15.115799,137.22917,14.973833,28.66672,3.323977,1.84696e+41,9.23479e+39,2.89209e-17,,,9.16103,3.301965
521,S-zvipe_z1_822,1,kin,333.50528,0.951796,0.809772,35.397,53.0,-20.02,22.075701,22.5148,1.159961,0.695977,1.57817,0.403247,161.3155,14.078457,86.76351,3.988797,1.42127e+42,7.10636e+40,3.05264e-16,,,9.19303,1.159961
522,S-zvipe_z1_827,2,kin,333.52568,0.909852,0.823708,-56.225,33.6911,-21.48,21.9527,21.327,1.077794,0.496839,142.73622,16.224006,155.2533,15.661039,24.47725,2.830386,2.04466e+41,1.02233e+40,4.21096e-17,,,9.77703,1.077794
525,S-zvipe_z1_830,2,phot,333.54812,0.89678,0.823754,22.301,53.0,-22.63,21.929501,20.563,1.208351,0.725011,33.94768,5.931833,108.61232,11.583057,48.42319,3.570121,2.37514e+41,1.18757e+40,4.89092e-17,,,10.23703,1.208351
528,S-zvvd_z1_186,1,phot,333.53161,0.916183,0.82247,8.34,63.4407,-23.85,22.1749,19.4836,3.805649,1.754318,111.699,10.984615,113.55164,10.951666,33.38466,2.821409,2.73865e+41,1.36933e+40,5.66116e-17,,,10.72503,3.805649
530,S-zvvd_z1_206,1,kin,333.53379,0.944572,0.80742,89.01,67.4844,-23.2,22.514601,20.1342,5.206606,2.400127,106.708,19.439073,169.86002,17.102312,73.86062,4.011327,2.09524e+41,1.04762e+40,4.53253e-17,,,10.46503,5.206606
534,S-zvvd_z1_450,1,phot,334.71364,0.915632,0.840097,45.514,65.5599,-22.94,21.5383,20.2841,6.153125,2.836451,60.858,6.74207,60.95474,6.75113,26.04005,2.368618,1.96545e+41,9.82727e+39,3.85615e-17,,,10.36103,6.153125
535,S-zvvd_z1_458,2,kin,334.66104,0.939539,0.924319,15.884,40.4452,-24.16,21.747601,19.4286,1.209387,0.5575,233.4027,25.90938,234.62145,25.793418,13.97661,2.641357,1.88658e+41,9.43289e+39,2.92435e-17,,,10.84903,1.209387
536,S-zvvd_z1_475,1,kin,334.67423,0.966867,0.901272,-37.552,45.2065,-23.84,22.0042,19.6409,3.292844,1.517926,93.62112,11.551748,97.75318,11.380497,34.45179,2.654891,6.33158e+41,3.16579e+40,1.04457e-16,,,10.72103,3.292844
537,S-zvvd_z1_476,2,phot,334.66627,0.968917,0.819011,79.762,38.7313,-23.18,21.2507,19.9281,1.07162,0.493992,220.91177,30.803991,253.00245,27.176682,53.6839,2.492399,6.55156e+41,3.27578e+40,1.36842e-16,,,10.45703,1.07162
539,S-zvvd_z1_503,2,kin,334.96317,0.428393,0.991857,-53.671,42.2608,-21.68,22.3897,21.815,3.375954,0.0,75.152,11.034101,92.7319,10.820712,27.38367,3.392809,2.18699e+41,1.0935e+40,2.84793e-17,,,9.85703,3.375954
542,S-zvvd_z1_888,1,phot,334.90832,0.335392,0.832809,-43.826,53.0,-20.67,22.5308,22.0955,2.83461,0.0,17.55889,2.395636,49.24471,9.569367,30.27852,2.872683,1.47499e+41,7.37497e+39,2.95665e-17,,,9.45303,2.83461
546,U-HiZ_z1_101,3,kin,34.5034,-4.709059,0.830326,-51.238,46.1851,-21.3,22.137199,21.7514,2.520522,1.512313,66.45045,10.544569,114.43604,12.090824,60.12828,3.744046,3.12355e+41,1.56177e+40,6.30743e-17,9.53378,0,9.70503,2.520522
550,U-HiZ_z1_109,2,phot,34.522425,-5.000981,0.789771,58.032,44.0456,-20.49,22.8335,22.7473,1.962889,0.588867,8.27958,0.74767,59.5903,10.703824,34.64094,2.919822,2.45543e+41,1.22772e+40,5.6084e-17,,,9.38103,1.962889
553,U-HiZ_z1_114,2,kin,34.530025,-4.928184,0.832713,50.309,52.6199,-22.37,21.759199,20.9079,2.167392,0.0,126.66858,17.581082,175.48497,14.657275,60.60389,2.815336,5.12708e+41,2.56354e+40,1.02803e-16,9.99443,0,10.133031,2.167392
556,U-HiZ_z1_123,2,phot,34.557654,-5.025086,0.838423,-53.398,48.5217,-22.61,21.3114,20.5293,2.272563,1.363538,168.86808,22.600717,173.39917,22.163631,28.57043,3.695414,2.66312e+41,1.33156e+40,5.25068e-17,10.2038,0,10.22903,2.272563
560,U-HiZ_z1_132,2,kin,34.578412,-4.958827,0.841549,80.753,30.1531,-22.93,20.552799,20.0641,2.427185,0.947846,116.89161,8.304006,120.6972,8.408007,27.83702,2.401124,2.58407e+41,1.29204e+40,5.04833e-17,,,10.35703,2.427185
561,U-HiZ_z1_134,1,phot,34.588317,-5.000393,0.839251,-65.98,53.0,-19.53,23.552401,23.5964,1.828235,0.713949,32.03126,6.315365,123.48318,11.010117,51.23027,3.446738,2.98885e+41,1.49443e+40,5.8786e-17,,,8.99703,1.828235
563,U-HiZ_z1_139,1,kin,34.609575,-4.783706,0.841691,82.713,59.117,-22.12,21.697599,21.1344,1.833442,0.715982,77.16824,11.392188,150.59489,10.511606,61.59797,2.867076,4.44452e+41,2.22226e+40,8.67936e-17,9.80274,0,10.033031,1.833442
567,U-HiZ_z1_148,2,phot,34.617867,-5.079322,0.839186,29.812,38.7694,-22.01,21.346901,21.1232,1.146017,0.447534,100.74923,15.584007,118.15431,14.41836,31.04722,3.53269,3.65755e+41,1.82877e+40,7.19517e-17,,,9.98903,1.146017
570,U-HiZ_z1_201,1,phot,34.840983,-4.698756,0.841969,-75.209,61.5166,-19.35,23.507,23.5304,1.833899,0.71616,85.53822,13.848309,126.48268,13.269678,39.84251,3.009967,2.95501e+41,1.47751e+40,5.76592e-17,10.9143,0,8.92503,1.833899
572,U-HiZ_z1_204,2,phot,34.852354,-4.737971,0.839485,-65.894,56.2312,-22.15,22.239901,21.2548,1.828518,0.714059,140.24826,18.192832,207.3567,16.085796,79.97422,3.503355,3.57032e+41,1.78516e+40,7.01742e-17,,,10.04503,1.828518
573,U-HiZ_z1_205,2,phot,34.875246,-4.722936,0.843691,-67.888,50.2067,-23.22,22.1315,20.4177,2.433111,0.95016,170.9411,16.785142,176.53964,16.463204,37.17384,2.843311,2.07262e+41,1.03631e+40,4.02386e-17,,,10.47303,2.43311
574,U-HiZ_z1_208,1,kin,34.896675,-4.694981,0.836158,-10.417,66.4497,-22.0,21.7103,21.0559,4.971026,1.941248,140.959,7.476257,205.32442,9.251523,63.78795,2.869825,3.9708e+41,1.9854e+40,7.88128e-17,,,9.98503,4.971026
576,U-HiZ_z1_31,1,phot,34.228033,-4.978422,0.835748,-36.301,68.8477,-21.5,21.872101,21.5732,2.957641,1.154996,130.59141,14.050589,154.88252,13.588934,48.33988,3.101274,5.83964e+41,2.91982e+40,1.16046e-16,9.48979,1,9.78503,2.957641
577,U-HiZ_z1_33,1,kin,34.236263,-4.756204,0.838368,37.075,56.3223,-22.1,22.2952,21.1807,1.82617,0.713142,48.21916,6.622559,90.42035,10.114306,34.49843,3.526351,1.092e+41,5.46002e+39,2.15337e-17,,,10.02503,1.82617
578,U-HiZ_z1_34,1,phot,34.241733,-5.040721,0.834664,-51.556,55.0816,-22.51,21.322001,20.6102,1.139827,0.445117,205.9895,31.256811,291.07336,28.372447,62.72881,4.86663,4.41234e+41,2.20617e+40,8.7963e-17,10.0817,0,10.18903,1.139827
582,U-HiZ_z1_43,1,kin,34.278554,-4.958976,1.022187,17.263,45.7036,-22.62,21.8302,20.7343,2.226726,0.869564,88.65734,16.609019,106.02573,15.008216,82.5787,3.229487,4.34894e+41,2.17447e+40,5.25676e-17,10.3222,0,10.233031,2.226726
583,U-HiZ_z1_44,1,phot,34.280683,-4.993241,0.833836,84.165,52.7578,-23.48,20.3382,19.5568,3.472109,1.355902,205.87854,20.638703,222.35693,19.521939,45.00202,2.976291,2.95196e+41,1.47598e+40,5.89932e-17,10.7602,1,10.57703,3.472109
584,U-HiZ_z1_49,2,phot,34.291542,-4.753947,0.963471,86.227,47.6167,-22.01,21.7743,21.3506,2.778685,1.085111,79.44362,11.679088,96.11305,11.04327,30.89593,3.225327,2.34274e+41,1.17137e+40,3.27774e-17,9.79874,1,9.98903,2.778685
585,U-HiZ_z1_53,3,phot,34.312479,-5.208119,0.802994,-36.461,29.5879,-22.61,21.068701,20.3545,1.403067,0.42092,28.77114,3.853674,107.80111,10.594774,40.99245,2.81868,2.88229e+41,1.44115e+40,6.32e-17,,,10.22903,1.403067
586,U-HiZ_z1_62,3,phot,34.357912,-5.183929,0.8545,32.692,29.2923,-21.55,21.685301,21.5899,2.579714,0.773914,131.47249,20.300106,149.03181,18.85082,36.94402,3.56544,6.87622e+41,3.43811e+40,1.29375e-16,,,9.80503,2.579714
587,U-HiZ_z1_63,2,phot,34.378942,-4.996826,0.857682,48.691,29.454,-21.05,22.2628,22.1174,1.817139,0.545142,50.28772,10.238922,118.05503,10.842211,51.18616,3.337553,3.81506e+41,1.90753e+40,7.11253e-17,,,9.60503,1.817139
591,U-HiZ_z1_73,2,phot,34.426967,-4.986346,0.856187,-62.638,56.4568,-20.55,22.5343,22.4997,2.469424,0.964341,64.83501,11.214084,77.00097,11.87992,24.25522,3.61597,1.48072e+41,7.4036e+39,2.77244e-17,9.1339,0,9.40503,2.469424
592,U-HiZ_z1_75,2,kin,34.433138,-4.749414,0.579844,-51.633,66.6329,-21.63,21.9258,21.4903,1.263057,0.49324,93.69932,11.732858,155.07913,12.645792,73.2894,4.05718,6.13477e+40,3.06739e+39,2.97977e-17,9.59727,0,9.83703,1.263057
594,U-HiZ_z1_84,1,phot,34.453346,-4.91788,0.840264,-46.255,53.0,-20.09,22.8761,22.899,2.187045,0.0,56.37662,8.642134,75.05425,9.972859,30.91616,3.858332,3.52885e+41,1.76443e+40,6.92009e-17,8.98162,0,9.22103,2.187045
595,U-HiZ_z1_87,1,kin,34.463679,-4.70045,0.839033,51.9,57.4353,-21.24,22.1982,21.8749,1.14563,0.447383,27.01105,4.852837,156.69659,12.2084,86.07837,3.717646,3.74465e+41,1.87232e+40,7.36982e-17,9.48058,0,9.68103,1.14563
597,U-HiZ_z1_94,1,kin,34.476754,-4.943397,0.840816,-37.815,64.1947,-22.49,20.957001,20.6502,1.831639,0.715278,86.53207,3.254649,184.85181,9.23666,98.11869,3.25084,1.24002e+42,6.20009e+40,2.42775e-16,9.88787,0,10.18103,1.831639
598,U-HiZ_z1_96,2,kin,34.477787,-4.741861,0.839855,-87.95,36.4288,-23.33,20.923201,19.9004,1.748568,1.049141,273.79509,19.220985,292.15442,18.508687,62.70175,3.7137,5.70143e+41,2.85071e+40,1.11939e-16,,,10.51703,1.748568
600,U-zuds_z1_100,1,phot,34.578587,-5.024403,0.824523,-4.277,47.3843,-21.56,21.5026,21.4821,2.146075,0.0,93.59018,16.05195,105.2815,15.508916,19.01296,4.135009,8.20012e+41,4.10006e+40,1.6847e-16,9.68639,0,9.80903,2.146075
603,U-zuds_z1_109,1,kin,34.318075,-4.999336,0.807771,66.446,45.9818,-22.33,20.791201,20.6837,1.10311,0.430778,119.56132,18.482824,176.22019,15.99494,67.6048,4.393928,2.53021e+42,1.26511e+41,5.46764e-16,,,10.11703,1.10311
605,U-zuds_z1_113,2,kin,34.656571,-4.99024,0.916178,-57.121,53.0,-20.6,22.4858,22.7899,2.384634,0.0,160.19646,25.732996,172.58534,25.027196,24.52519,4.216299,1.28509e+42,6.42547e+40,2.03599e-16,9.20504,0,9.42503,2.384634
606,U-zuds_z1_118,2,kin,34.212471,-4.981209,1.03655,85.35,39.9983,-22.52,21.6465,20.8787,3.315166,1.9891,265.72,24.166081,265.76386,24.162714,39.03712,3.20324,2.67928e+41,1.33964e+40,3.12871e-17,,,10.19303,3.315166
608,U-zuds_z1_121,2,phot,34.505342,-4.934969,0.841769,-2.568,31.3958,-21.63,21.853901,21.5227,1.15731,0.694386,21.91709,4.066552,169.75235,10.564263,56.503,3.439472,2.2383e+41,1.11915e+40,4.37e-17,,,9.83703,1.15731
613,U-zuds_z1_139,2,kin,34.839746,-4.834351,0.899761,-39.114,38.7586,-22.05,22.3386,21.4787,1.959891,0.765362,116.21124,17.527291,151.46114,16.24887,40.06955,2.795,6.01194e+41,3.00597e+40,9.95948e-17,,,10.00503,1.959891
615,U-zuds_z1_142,1,phot,34.263587,-4.808001,0.834815,58.107,51.1903,-22.0,21.3916,21.1188,1.818477,0.710138,16.43336,3.881625,165.67877,13.718151,81.22714,3.683975,9.29691e+41,4.64846e+40,1.85257e-16,,,9.98503,1.818477
618,U-zuds_z1_147,2,phot,34.244358,-4.750436,0.882541,-51.603,40.7267,-23.34,20.5853,19.8616,3.674741,1.435032,157.70224,19.629147,183.26699,17.586415,52.06637,2.705632,3.0808e+41,1.5404e+40,5.35292e-17,,,10.52103,3.674741
619,U-zuds_z1_188,1,phot,34.324004,-5.202332,0.912777,-65.499,51.6923,-22.03,21.5074,21.2124,3.20732,0.962196,95.44601,10.995322,96.77576,10.963248,26.28548,2.63629,6.84177e+41,3.42088e+40,1.09395e-16,9.72698,0,9.99703,3.207319
622,U-zuds_z1_220,2,kin,34.642971,-5.040231,0.914298,42.926,53.0,-20.11,23.3566,23.3778,5.226306,3.135784,43.666,5.486442,104.151,9.798322,39.80664,3.651805,3.54545e+41,1.77272e+40,5.64565e-17,,,9.22903,5.226306
645,U-zuds_z1_98,2,phot,34.37895,-5.027785,0.799755,-53.913,62.7613,-23.0,20.6371,19.8937,3.441357,1.032407,30.72568,5.453014,173.84553,9.587488,96.93125,2.831969,2.77153e+41,1.38576e+40,6.13785e-17,10.4736,0,10.38503,3.441357
647,U-zudsp_z1_103,3,phot,34.67175,-5.05803,0.961699,18.398,42.8612,-23.58,20.580601,19.8863,2.094969,0.818112,317.23398,34.637185,321.67795,34.210225,20.57241,4.044687,5.4968e+41,2.7484e+40,7.72565e-17,,,10.61703,2.094969
650,U-zudsp_z1_112,2,phot,34.538217,-4.916098,0.827802,59.175,51.2791,-21.26,22.1262,21.7457,1.803276,0.704202,9.13485,1.991934,37.88007,9.238896,35.57459,2.859941,2.63007e+41,1.31503e+40,5.35089e-17,9.63357,0,9.68903,1.803276
651,U-zudsp_z1_115,1,phot,34.834208,-4.89343,0.826691,-74.432,61.3547,-22.56,22.157801,20.842,1.800763,0.70322,142.81309,9.373692,183.83077,9.263607,62.00557,2.375317,7.00364e+41,3.50182e+40,1.42961e-16,,,10.20903,1.800763
652,U-zudsp_z1_120,2,phot,34.540229,-4.78215,0.82771,22.613,34.8367,-21.49,21.5938,21.5125,1.240512,0.744307,218.14932,26.608572,230.00621,25.461893,38.01723,3.424081,6.17293e+41,3.08647e+40,1.25623e-16,,,9.78103,1.240512
653,U-zudsp_z1_121,2,kin,34.875613,-4.762981,0.867842,-69.302,44.1813,-22.1,22.6031,21.4056,1.184907,0.462721,206.73652,30.823684,215.56636,29.765387,28.35315,2.87522,2.88226e+41,1.44113e+40,5.21974e-17,,,10.02503,1.184906
660,U-zudsp_z1_53,1,kin,34.221542,-4.996918,0.808133,31.528,53.0,-19.97,23.1661,23.0505,0.802572,0.481543,89.48303,16.891319,128.73394,16.857356,53.13426,3.758642,2.0321e+41,1.01605e+40,4.38641e-17,8.90748,0,9.17303,0.802572
661,U-zudsp_z1_55,2,phot,34.367475,-4.994046,0.957975,27.609,55.7389,-20.12,22.9221,23.1636,2.380947,0.714284,72.17326,10.437426,104.40184,9.45818,35.48561,2.614712,5.4666e+41,2.7333e+40,7.75723e-17,8.87629,1,9.233031,2.380947
662,U-zudsp_z1_58,2,phot,34.3156,-4.973164,0.835435,58.009,38.1371,-23.21,21.0357,19.9762,1.819917,0.7107,50.01045,7.113849,107.55274,9.65272,43.92829,2.730299,5.13279e+41,2.56639e+40,1.02093e-16,,,10.46903,1.819917
663,U-zudsp_z1_62,2,phot,34.5405,-4.91258,0.836305,71.502,33.5618,-21.76,21.825199,21.2558,1.569105,0.941463,133.06802,19.049443,135.07745,18.855062,38.87101,3.470532,1.30077e+41,6.50383e+39,2.58066e-17,,,9.88903,1.569105
664,U-zudsp_z1_69,2,kin,34.529146,-4.844337,0.96761,-67.631,53.0,-21.02,22.4342,22.2518,4.142549,2.48553,198.178,20.274873,217.22982,18.942822,42.91972,3.501006,3.24307e+41,1.62154e+40,4.48959e-17,9.17984,1,9.59303,4.142549
667,U-zudsp_z1_79,1,kin,34.275971,-4.751386,0.815637,26.556,53.4261,-20.97,22.173,21.9651,3.507239,2.104343,87.25714,11.80588,102.94781,12.830208,54.51512,3.040725,4.12213e+41,2.06107e+40,8.69778e-17,9.34367,0,9.57303,3.507239
669,U-zvipe_z1_1071,3,phot,34.567838,-4.728418,0.843821,-10.552,36.4834,-22.4,21.2421,20.6719,1.618165,0.970899,109.23971,20.02944,199.80003,14.255683,110.69828,3.434048,6.92994e+41,3.46497e+40,1.3449e-16,,,10.14503,1.618165
673,U-zvipe_z1_1081,1,phot,34.647096,-4.759767,0.88036,39.746,74.4285,-21.55,21.408899,21.3195,7.728138,3.017935,95.049,16.392933,107.09685,15.728182,14.74456,3.529931,6.14157e+41,3.07078e+40,1.07364e-16,9.76284,0,9.80503,7.728138
677,U-zvipe_z1_1821,1,phot,34.835921,-4.687934,0.841548,29.067,60.5466,-22.33,20.745001,20.4922,3.50391,1.368321,156.63242,12.201559,159.55976,12.155134,43.14579,2.590985,1.27022e+42,6.35112e+40,2.48156e-16,9.98743,1,10.11703,3.50391
679,U-zvipe_z1_1823,1,phot,34.841704,-4.670715,0.887607,87.598,70.3113,-21.54,21.5319,21.3478,4.759442,1.858621,20.082,5.058642,62.32746,15.291376,62.70189,3.630066,9.39606e+41,4.69803e+40,1.60969e-16,,,9.801031,4.759442
680,U-zvipe_z1_1824,2,kin,34.843433,-4.738903,0.962579,-25.417,38.8165,-23.33,21.9998,20.6512,2.776007,1.084065,188.49474,21.519236,194.96243,21.016723,42.42982,3.293277,3.20536e+41,1.60268e+40,4.4949e-17,,,10.51703,2.776007
681,U-zvipe_z1_1825,2,phot,34.846358,-4.677513,0.919619,46.815,58.61,-22.74,21.5387,20.6655,2.652048,1.035658,326.73042,21.821746,367.72698,20.222925,37.51508,2.83962,4.69511e+41,2.34756e+40,7.36998e-17,10.6548,1,10.28103,2.652048
686,U-zvipe_z1_1836,2,phot,34.902396,-4.729701,0.827618,84.73,37.1267,-22.31,21.958099,20.9596,2.386751,0.932056,159.31577,24.346562,159.67511,24.29954,9.16124,3.382884,2.01072e+41,1.00536e+40,4.09306e-17,,,10.10903,2.386751
688,U-zvipe_z1_1838,1,kin,34.907892,-4.699552,0.802054,69.214,67.0267,-21.23,22.414301,21.6525,3.825385,1.493861,80.969,7.751613,82.68521,7.851592,34.68964,2.822729,2.31107e+41,1.15554e+40,5.08212e-17,9.74003,0,9.67703,3.825385
690,U-zvipe_z1_247,1,kin,34.483792,-4.769275,0.837697,87.282,71.561,-21.7,21.5088,21.4478,3.488066,1.362133,164.42554,7.489807,184.48436,8.729426,61.90556,3.509913,9.40687e+41,4.70343e+40,1.85865e-16,9.58267,1,9.86503,3.488066
691,U-zvipe_z1_249,1,phot,34.50365,-4.730183,0.883391,39.473,53.3297,-22.65,21.1688,20.5556,1.924246,0.751442,155.006,22.687999,199.63464,19.893641,82.01243,4.551446,6.35007e+41,3.17504e+40,1.10071e-16,10.0402,1,10.24503,1.924246
692,U-zvipe_z1_251,1,phot,34.5232,-4.67334,0.840196,34.564,45.7995,-22.23,20.915501,20.8288,1.8301,0.714677,167.96176,19.323116,219.86439,17.134174,84.49866,4.640837,1.24049e+42,6.20244e+40,2.43309e-16,9.82631,0,10.07703,1.8301
693,U-zvipe_z1_253,2,phot,34.526733,-4.750314,0.865617,-50.54,39.2025,-22.81,20.890801,20.3858,1.885544,0.736328,24.77157,2.93851,79.40633,9.680541,35.27602,2.982027,5.00866e+41,2.50433e+40,9.12821e-17,,,10.30903,1.885544
696,U-zvipe_z1_4550,2,kin,34.79195,-4.8298,0.888621,20.894,36.7533,-23.0,21.770599,20.4711,1.935644,0.755893,121.87426,7.225135,156.84506,8.425829,47.31619,2.277475,4.79298e+41,2.39649e+40,8.18801e-17,,,10.38503,1.935644
698,U-zvipe_z1_4553,2,kin,34.807896,-4.895741,0.918762,41.427,38.7416,-22.77,22.1136,20.7592,2.649777,1.034771,24.46856,6.357735,103.82501,11.531323,57.52789,2.884051,3.83777e+41,1.91889e+40,6.0381e-17,,,10.29303,2.649777
700,U-zvipe_z1_4555,1,phot,34.816096,-4.861986,0.890682,-75.634,55.5383,-22.2,22.264099,21.149,1.216197,0.47494,148.30031,21.497157,179.67447,19.494435,47.09888,3.759983,7.82201e+41,3.91101e+40,1.32865e-16,10.2741,1,10.06503,1.216197
703,U-zvipe_z1_4561,1,kin,34.838837,-4.884937,0.870447,-52.522,45.6251,-22.23,21.844299,21.2719,1.896069,0.740439,89.33917,13.779115,155.30437,12.137051,78.58051,3.030398,8.94343e+41,4.47171e+40,1.60772e-16,9.75068,0,10.07703,1.896069
704,U-zvipe_z1_4562,2,phot,34.850996,-4.889663,0.917181,12.654,47.0717,-23.19,21.8486,20.4937,3.819003,1.491368,31.715,5.61151,32.68003,6.023698,19.09692,3.299152,1.99245e+41,9.96227e+39,3.14815e-17,10.8162,1,10.46103,3.819003
705,U-zvipe_z1_4563,1,kin,34.852317,-4.845738,0.900589,13.183,61.4617,-22.14,22.181101,21.5155,5.354295,2.090919,163.012,3.1506,286.36329,8.389274,139.56329,3.203217,3.5983e+41,1.79915e+40,5.9475e-17,9.33609,0,10.04103,5.354295
706,U-zvipe_z1_4564,2,phot,34.859437,-4.860549,0.918021,57.947,61.4526,-23.75,21.913401,20.1089,3.248654,1.26864,291.848,44.037118,304.77411,42.314923,20.06801,3.637361,2.67527e+41,1.33764e+40,4.21748e-17,10.8478,1,10.68503,3.248654
711,U-zvipe_z1_4577,2,phot,34.655721,-4.778992,0.845614,-14.434,33.6029,-20.97,22.0909,22.0206,1.841973,0.719314,33.62083,3.986151,97.44591,11.897523,57.69858,4.667026,2.13489e+41,1.06745e+40,4.12158e-17,,,9.57303,1.841973
714,U-zvipe_z1_4598,2,phot,34.652538,-5.031977,0.961226,45.834,67.1844,-21.04,22.2244,22.2409,3.401719,1.328414,47.214,6.71115,104.57911,9.775121,48.92626,3.255367,3.56428e+41,1.78214e+40,5.01562e-17,9.41675,1,9.601031,3.401719
715,U-zvipe_z1_4736,1,phot,34.505767,-4.891007,0.840183,71.587,69.5719,-21.79,21.8155,21.4252,2.973332,1.161123,0.033,3.963154,100.49759,12.633772,42.56091,4.505812,3.2175e+41,1.60875e+40,6.31103e-17,,,9.901031,2.973332
716,U-zvipe_z1_4737,2,phot,34.512313,-4.849109,0.804339,52.556,57.2206,-20.99,22.230101,21.8518,2.319822,0.905919,97.65867,11.948022,103.25302,11.754975,20.89185,2.755474,9.54558e+40,4.77279e+39,2.08446e-17,9.39423,1,9.58103,2.319822
717,U-zvipe_z1_4742,2,phot,34.565808,-4.819183,0.8393,-63.355,67.1911,-21.27,22.098801,21.7646,2.970154,1.159882,136.35489,17.995849,147.36723,17.358624,27.44974,3.233741,1.91024e+41,9.55121e+39,3.7566e-17,9.43918,1,9.69303,2.970154
719,U-zvipe_z1_4766,1,kin,34.359933,-5.002593,0.807178,-21.503,48.3168,-21.49,21.857599,21.4853,3.180804,0.954241,117.01571,12.52648,152.31783,10.825588,50.74297,2.896431,1.03199e+41,5.15994e+39,2.23409e-17,9.44927,0,9.78103,3.180804
720,U-zvipe_z1_4767,2,kin,34.362608,-5.023573,0.860403,-33.599,61.6465,-21.07,22.1192,22.1163,1.664362,0.499309,64.64917,4.2265,164.51117,9.923471,92.08005,3.386009,8.4503e+41,4.22515e+40,1.56316e-16,,,9.61303,1.664362
722,U-zvipe_z1_4773,2,kin,34.400504,-5.022172,0.857262,-29.98,30.3818,-21.28,21.9067,21.6871,1.658287,0.497486,119.77657,18.543026,124.1392,18.135961,37.30017,3.495859,1.21373e+41,6.06866e+39,2.26553e-17,,,9.69703,1.658287
723,U-zvipe_z1_4774,2,kin,34.403671,-5.010477,0.973279,14.043,44.64,-21.89,21.7141,21.4953,2.774343,0.832303,46.91284,5.113159,52.96274,6.1429,19.23421,2.628409,7.89981e+41,3.9499e+40,1.07794e-16,,,9.94103,2.774343
725,U-zvipe_z1_4777,1,phot,34.425238,-5.052094,0.915145,31.644,59.0848,-22.16,21.3445,21.062,3.238675,1.264743,164.52621,12.992206,178.20226,12.332375,36.01857,2.299668,5.71852e+41,2.85926e+40,9.08518e-17,9.73446,1,10.04903,3.238675
726,U-zvipe_z1_4780,1,phot,34.433646,-5.073712,0.878041,-75.249,47.943,-22.21,21.1789,21.0394,3.107367,1.213466,177.29832,8.205128,188.0462,8.238522,46.73485,2.30611,8.06453e+41,4.03226e+40,1.419e-16,9.69371,1,10.06903,3.107367
728,U-zvipe_z1_4795,1,kin,34.593562,-5.021369,0.839488,19.254,55.6511,-20.95,22.261299,22.2109,2.970906,1.160176,30.9355,3.565833,89.44409,9.041344,34.54465,2.491198,2.61112e+41,1.30556e+40,5.13209e-17,,,9.56503,2.970906
