# KMOS3D -- Wisnioski, Foerster Schreiber, Fossati, et al. 2019, ApJ 886, 124, 'The KMOS3D Survey: data release and
# final survey paper' (arXiv:1909.11096v1). VizieR J/ApJ/886/124 (doi:10.26093/cds/vizier.18860124), tables 5 and 6.
# SOURCE table5: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/table5.dat sha256 24b1b12ec42c1d2dfc6aca7d3e965fd78b3c8ff9a68e36a7441f9a1448196a95
# SOURCE table6: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/table6.dat sha256 fb37854047c6fb2d2e77db28f439e553e12afea3227052238bd48d3ebc804459
# SOURCE ReadMe: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/ReadMe sha256 7c0c129531f823c1cc603a195667c6c2b2e19f308a2c095868a9d5d2c62627bf
# CROSS-CHECK: MPE release catalogs https://www.mpe.mpg.de/resources/KMOS3D/catalogs/k3d_fnlsp_table_v3.fits.tgz (extracted) (sha256 be2716e3e73755c03b94e55f1ae8aaf8f447434eeefef9a3e45a97ad302b1dea)
#   and https://www.mpe.mpg.de/resources/KMOS3D/catalogs/k3d_fnlsp_table_hafits_v3.fits.tgz (extracted) (sha256 7ef8269d19e95652dc0f7891e4a1c42a03c45393aadc0f8b0ec0815237398711):
#   row counts 785/739, identical ID sets, and z / logM* / R_half agree (validator PASS). Source files in
#   02_galaxy_dynamics/highz_data/_src/ (gitignored, not committed). Built by scripts/highz_ingest_rc41_g17_kmos3d.py.
#
# *** NO KINEMATICS: the KMOS3D data release publishes NO rotation velocity, NO circular velocity, NO gas or baryonic
# *** mass and NO fDM per galaxy (VizieR table5/table6 and the MPE FITS contain none). sigma_int_kms is an
# *** aperture-integrated line width (1.5" radius circular aperture) -- NOT a disk sigma0 and NOT a rotation proxy.
# *** This file CANNOT feed the V^2/R or BTFR a0 routes by itself. It supplies z, M*, R_e and the ID crosswalk
# *** (original targeting IDs like U3_21388 -> KMOS3D U4_29145) used to de-duplicate RC41/RC100.
# PRESSURE SUPPORT: N/A (no rotation velocity in this release).
#
# CONVENTIONS (arXiv:1909.11096v1 Sec. 1, quoted): 'We assume a LambdaCDM cosmology with H0 = 70 km s-1 Mpc-1,
# Omega_m = 0.3, and Omega_Lambda = 0.7' ... 'Chabrier (2003) initial mass function.'
#
# COLUMNS (VizieR labels; explanations quoted from the ReadMe byte-by-byte description):
#   kmos3d_id=ID 'KMOS^3D^ unique identifier'; field=Field; target_id=Target 'KMOS^3D^ original targeting identifier'
#   ('KMOS3D ID when targeted, with field and 3D-HST (v2 or v4 catalog) object ID'); id_skelton14=S14 (NA for 99999)
#   z_kmos3d=z 'Measured KMOS3D redshift' (NA for -9999); zqual_flag=q_z '1 = redshift/detection is uncertain;
#   0 = redshift is secure; -1 = Non-detection'; z_target=zTar 'Best known redshift at time of observation from 3D-HST'
#   logMstar=M* 'Stellar mass' [log Msun] 'Derived from SED modeling following Wuyts+ (2011) ... FAST ... Bruzual &
#   Charlot (2003); Chabrier (2003) IMF; solar metallicity; Exponentially declining SFH with tau>300Myr'
#   Reff_H_arcsec=ReffH 'CANDELS H band major axis effective radius' [arcsec]; e_Reff_H_arcsec=e_ReffH (NA for -999)
#   q_H=Q 'CANDELS H band axis ratio'; e_q_H=e_Q; hband_source_flag=HFlag '1 = H-band fit from van der Wel+ (2012);
#   2 = H-band fit from Lang+ 2014'; sfr_Msun_yr=SFR 'From ladder of SFR indicators assuming a Chabrier (2003) IMF';
#   sfr_type_flag=f_SFR (5..1 = 160um/100um/70um/24um/SED); Av_mag=Av; primary_flag=P '1 = targeted as a primary
#   KMOS3D target, 0 = serendipitous galaxy detection'; addgal_flag=Add; seg_flag=Seg '1 = possible issues with
#   photometry and derived parameters resulting from over or under segmentation'; band=Band; psf_fwhm_arcsec=FWHM
#   'FWHM of Moffat model PSF; minor axis'; ra_deg, dec_deg = RAdeg, DEdeg (J2000).
#   From table6 (joined on ID; NA where absent): z_Ha=z 'Redshift (vacuum) from H{alpha} line fit' (1.5" aperture);
#   e_z_Ha; sigma_int_kms=sigma 'Velocity dispersion' -- 'Properties from Gaussian line profile fits to the
#   spatially-integrated spectrum of each galaxy extracted in a circular aperture of 1.5" radius. The velocity
#   dispersion is corrected for the instrumental resolution'; e_sigma_int_kms; Ha_fit_flag=Flag '0 = reliable fit'
#   (-3 no fit, -2/-1 upper limits, 1 unreliable; value 2 also occurs, undocumented in the ReadMe note).
#   Omitted: File, Exp, Res, Ksmag, UMag, VMag, JMag, Ap, FHa, e_FHa, FCor.
#   derived_kpc_per_arcsec = proper kpc per arcsec at z_kmos3d for astropy FlatLambdaCDM(H0=70, Om0=0.3) (the paper's
#   cosmology; reproduces RC41 Table 1 col 7 and G17 Table 1 'kpc/arcsec'); derived_Reff_H_kpc = that x Reff_H_arcsec.
#   NA when z_kmos3d is missing (z_target is deliberately NOT substituted).
#   in_RC41/RC41_row: ID or target_id matches an RC41 alias; in_RC100/RC100_idx: matches an RC100 name directly
#   (RC100_match=id_or_target) or through the matched RC41 row (via_RC41_alias); in_G17 likewise.
#
# OVERLAP: 69 rows overlap RC100 and 20 overlap RC41 by ID. RC100 names with a
# KMOS3D-style field prefix that matched no KMOS3D row: none.
# 785 rows = 739 primary targets + 46 serendipitous detections (primary_flag=0): count galaxies with primary_flag=1,
# not rows. All RC41/RC100-overlapping rows are primary targets.
# 158 rows have no measured z_kmos3d (-9999 in source) and 125 have no sigma_int_kms. NA = not given.
# DE-DUPLICATION TRAP: Uebler+2017 (VizieR J/ApJ/842/121, the KMOS3D Tully-Fisher sample) is ID-less (sequence
# numbers only), so it cannot be de-duplicated against this file, RC41 or RC100 by ID.
kmos3d_id,field,target_id,id_skelton14,z_kmos3d,zqual_flag,z_target,logMstar,Reff_H_arcsec,e_Reff_H_arcsec,derived_Reff_H_kpc,derived_e_Reff_H_kpc,derived_kpc_per_arcsec,q_H,e_q_H,hband_source_flag,sfr_Msun_yr,sfr_type_flag,Av_mag,z_Ha,e_z_Ha,sigma_int_kms,e_sigma_int_kms,Ha_fit_flag,primary_flag,addgal_flag,seg_flag,band,psf_fwhm_arcsec,ra_deg,dec_deg,in_RC41,RC41_row,in_RC100,RC100_idx,RC100_match,in_G17
COS4_18969,COSMOS,COS4_18969,18969,1.4048,0,1.387581,10.54,0.58,0.007,4.892,0.059,8.4345,0.791,0.008,2,26.707481,2.0,0.8,1.4048,0.0,40.6,1.7,0,1,0,0,H,0.49598,150.1428985595703,2.373258352279663,0,NA,0,NA,NA,0
COS4_18977,COSMOS,COS4_18977,18977,NA,0,2.08414,10.62,0.077,0.004,NA,NA,NA,0.678,0.037,2,9.120108,1.0,1.0,2.08414,0.0,114.8,0.0,-2,1,0,0,K,0.41849,150.14651489257812,2.372312545776367,0,NA,0,NA,NA,0
COS4_19016,COSMOS,COS4_19016,19016,0.88869,0,0.89175,9.78,0.169,0.007,1.312,0.054,7.7626,0.616,0.025,1,0.30902955,1.0,0.5,0.88869,9.0E-5,116.3,26.0,2,1,0,0,YJ,0.81126,150.0545196533203,2.3726308345794678,0,NA,0,NA,NA,0
COS4_19049,COSMOS,COS4_19049,19049,1.36808,0,1.36684,10.03,0.263,0.008,2.214,0.067,8.4180,0.852,0.022,1,3.7153523,1.0,0.9,1.36808,4.0E-5,101.1,9.7,0,1,0,0,H,0.49598,150.13888549804688,2.3733737468719482,0,NA,0,NA,NA,0
COS4_19066,COSMOS,COS3_19935,19066,0.92675,0,0.907852,10.32,0.584,0.006,4.587,0.047,7.8551,0.521,0.006,2,14.464424,2.0,1.2,0.92675,7.0E-5,132.2,18.4,2,1,0,0,YJ,0.41241,150.16908264160156,2.3745615482330322,0,NA,0,NA,NA,0
COS4_19090,COSMOS,COS4_19090,19090,NA,0,2.2796507,11.2,0.217,0.008,NA,NA,NA,0.742,0.018,2,66.56617,2.0,0.5,NA,NA,NA,NA,-3,1,0,0,K,0.4013,150.11117553710938,2.3732988834381104,0,NA,0,NA,NA,0
COS4_19313,COSMOS,COS4_19313,19313,0.9024,1,0.8971371,10.62,0.273,0.004,2.129,0.031,7.7970,0.312,0.008,2,5.8611155,2.0,0.6,0.9024,0.0,114.2,0.0,-1,1,0,0,YJ,0.65437,150.13999938964844,2.375976085662842,0,NA,0,NA,NA,0
COS4_19499,COSMOS,COS4_19499,19499,2.53037,1,2.4583738,11.05,0.123,0.005,0.990,0.040,8.0510,0.706,0.025,2,0.22387213,1.0,0.0,2.53037,2.3E-4,23.5,46.6,2,1,0,0,K,0.39928,150.11009216308594,2.3773248195648193,0,NA,0,NA,NA,0
COS4_19563,COSMOS,COS4_19563,19563,2.01017,0,2.0130472,10.01,0.289,0.013,2.418,0.109,8.3662,0.565,0.021,2,12.302689,1.0,0.4,2.01017,4.0E-5,54.0,12.1,0,1,0,0,K,0.56344,150.14517211914062,2.3781845569610596,0,NA,0,NA,NA,0
COS4_19630,COSMOS,COS4_19630,19630,1.49742,1,1.49674,10.11,0.196,0.008,1.659,0.068,8.4621,0.771,0.025,2,2.8840315,1.0,1.1,1.49742,9.0E-5,116.4,17.6,2,1,0,0,H,0.44413,150.0958251953125,2.378723621368408,0,NA,0,NA,NA,0
COS4_19648,COSMOS,COS4_19648,19648,0.88931,0,0.8893116,10.63,0.568,0.003,4.410,0.023,7.7642,0.822,0.003,2,43.436573,2.0,1.3,0.88931,1.0E-5,94.6,3.3,0,1,0,0,YJ,0.7262,150.10577392578125,2.3802411556243896,0,NA,0,NA,NA,0
COS4_19667,COSMOS,COS3_20572,19667,0.89123,0,0.899831,10.16,0.377,0.003,2.929,0.023,7.7691,0.4,0.005,2,16.484999,2.0,1.6,0.89123,3.0E-5,139.4,5.6,0,1,0,0,YJ,0.39797,150.09959411621094,2.3797478675842285,0,NA,0,NA,NA,0
COS4_19680,COSMOS,COS4_19680,19680,2.16603,0,2.1735458,10.85,0.29,0.005,2.403,0.041,8.2855,0.824,0.012,2,128.86792,4.0,1.3,2.16603,1.0E-5,77.8,2.4,0,1,0,0,K,0.39956,150.0752716064453,2.3794050216674805,0,NA,0,NA,NA,0
COS4_19753,COSMOS,COS4_19753,19753,2.46886,0,2.5997405,10.51,0.502,0.009,4.063,0.073,8.0937,0.705,0.012,1,136.5464,2.0,0.7,2.46886,2.0E-5,98.4,3.7,0,1,0,0,K,0.40711,150.0757598876953,2.3806440830230713,0,NA,1,99,id_or_target,0
COS4_19780,COSMOS,COS4_19780,19780,0.88928,0,0.88985,9.28,0.408,0.013,3.168,0.101,7.7641,0.248,0.011,1,69.10239,5.0,0.8,0.88928,1.0E-5,96.2,4.6,0,1,0,0,YJ,0.33167,150.10592651367188,2.380141258239746,0,NA,0,NA,NA,0
COS4_19796,COSMOS,COS4_19796,19796,NA,0,1.27164,11.15,0.198,0.002,NA,NA,NA,0.458,0.006,2,0.2818383,1.0,0.0,1.27164,0.0,113.6,0.0,-2,1,0,0,H,0.44774,150.1248016357422,2.382291793823242,0,NA,0,NA,NA,0
COS4_20007,COSMOS,COS4_20007,20007,1.76886,0,1.61823,9.89,1.005,0.101,8.495,0.854,8.4525,0.234,0.026,1,25.752094,2.0,0.8,1.76886,1.7E-4,216.1,43.6,2,1,0,0,H,0.45496,150.1483612060547,2.3830740451812744,0,NA,0,NA,NA,0
COS4_20122,COSMOS,COS4_20122,20122,0.95325,0,0.94644,9.91,0.783,0.023,6.197,0.182,7.9143,0.613,0.013,1,3.3884413,1.0,0.3,0.95325,3.0E-5,82.7,8.3,2,1,1,0,YJ,0.83022,150.1636505126953,2.3848636150360107,0,NA,0,NA,NA,0
COS4_20342,COSMOS,COS4_20342,20342,0.81781,1,0.94352,11.17,1.106,0.009,8.366,0.068,7.5641,0.798,0.004,2,11.429361,2.0,1.4,0.81781,1.1E-4,142.7,40.8,2,1,0,0,YJ,0.7262,150.0616455078125,2.3880536556243896,0,NA,0,NA,NA,0
COS4_20347,COSMOS,COS4_20347,20347,0.93884,0,0.94,10.3,0.313,0.003,2.467,0.024,7.8826,0.733,0.006,2,57.695072,5.0,1.8,0.93884,4.0E-5,126.8,5.4,2,1,0,0,YJ,0.7262,150.116943359375,2.386927843093872,0,NA,0,NA,NA,0
COS4_20449,COSMOS,COS4_20449,20449,1.65593,0,1.6586432,10.04,0.399,0.008,3.380,0.068,8.4704,0.81,0.012,2,13.182568,1.0,0.4,1.65593,1.0E-5,71.0,3.6,0,1,0,0,H,0.47305,150.11769104003906,2.387669801712036,0,NA,0,NA,NA,0
COS4_20531,COSMOS,COS3_21481,20531,0.89313,0,0.891471,9.88,0.237,0.003,1.842,0.023,7.7739,0.894,0.01,1,11.448198,2.0,0.6,0.89313,1.0E-5,76.3,2.2,0,1,0,0,YJ,0.4771,150.1395721435547,2.388577699661255,0,NA,0,NA,NA,0
COS4_20537,COSMOS,COS4_20537,20537,0.88281,1,0.89553,10.51,0.146,0.003,1.131,0.023,7.7475,0.543,0.013,2,0.041686937,1.0,0.1,0.88281,2.5E-4,330.3,52.4,2,1,0,0,YJ,0.35079,150.1654510498047,2.3893024921417236,0,NA,0,NA,NA,0
COS4_20565,COSMOS,COS3_21530,20565,0.89053,0,0.887216,11.01,0.887,0.006,6.890,0.047,7.7673,0.476,0.003,2,15.708607,5.0,0.7,0.89053,0.0,115.0,0.0,-1,1,0,0,YJ,0.42981,150.11904907226562,2.3913040161132812,0,NA,0,NA,NA,0
COS4_20595,COSMOS,COS4_20595,20595,1.65469,0,1.6617754,10.08,0.293,0.004,2.482,0.034,8.4705,0.518,0.01,2,17.782795,1.0,0.2,1.65469,1.0E-5,88.0,2.0,0,1,0,0,H,0.45843,150.16400146484375,2.3890697956085205,0,NA,0,NA,NA,0
COS4_20612,COSMOS,COS3_21569,20612,0.90029,0,0.897449,11.15,0.66,0.004,5.143,0.031,7.7918,0.461,0.003,2,17.303528,5.0,0.9,0.90029,2.4E-4,231.8,48.9,2,1,0,0,YJ,0.46364,150.1593780517578,2.3910632133483887,0,NA,0,NA,NA,0
COS4_20618,COSMOS,COS3_21583,20618,0.90165,0,0.894011,10.46,0.556,0.006,4.334,0.047,7.7952,0.723,0.005,2,28.441013,4.0,0.4,0.90165,1.0E-5,100.4,2.2,2,1,0,0,YJ,0.78356,150.15438842773438,2.3912556171417236,0,NA,0,NA,NA,0
COS4_20631,COSMOS,COS4_20631,20631,1.5102,0,1.5104535,11.0,0.553,0.009,4.681,0.076,8.4645,0.486,0.007,2,94.26673,5.0,1.2,1.5102,1.0E-4,218.5,20.0,2,1,0,0,H,0.44506,150.1769561767578,2.390092134475708,0,NA,0,NA,NA,0
COS4_20746,COSMOS,COS4_20746,20746,2.00698,0,2.00783,10.07,0.168,0.004,1.406,0.033,8.3677,0.789,0.022,2,20.892963,1.0,0.7,2.00698,8.0E-5,98.4,24.2,0,1,0,0,K,0.40477,150.16152954101562,2.3909525871276855,0,NA,0,NA,NA,0
COS4_20839,COSMOS,COS4_20839,20839,0.89133,0,0.8908,11.12,0.679,0.006,5.275,0.047,7.7693,0.745,0.004,2,15.342936,2.0,0.7,0.89133,1.1E-4,225.0,30.3,2,1,0,0,YJ,0.77656,150.12179565429688,2.3945770263671875,0,NA,0,NA,NA,0
COS4_20910,COSMOS,COS3_21876,20910,0.88989,0,0.88976,10.95,0.73,0.006,5.669,0.047,7.7657,0.747,0.004,2,16.139936,2.0,0.5,0.88989,1.8E-4,137.0,25.7,0,1,0,0,YJ,0.47058,150.07748413085938,2.3945562839508057,0,NA,0,NA,NA,0
COS4_21030,COSMOS,COS4_21030,21030,0.89219,0,0.89175,10.74,0.501,0.01,3.894,0.078,7.7715,0.696,0.007,2,0.09120109,1.0,0.5,0.89219,3.7E-4,204.5,38.8,2,1,1,0,YJ,0.4619,150.06781005859375,2.395690679550171,0,NA,0,NA,NA,0
COS4_21072,COSMOS,COS4_21072,21072,NA,0,0.9035212,10.59,0.388,0.004,NA,NA,NA,0.357,0.006,2,0.07762471,1.0,0.2,NA,NA,NA,NA,-3,1,0,0,YJ,0.51667,150.15664672851562,2.3953099250793457,0,NA,0,NA,NA,0
COS4_21318,COSMOS,COS4_21318,21318,NA,0,0.90789,10.69,0.586,0.011,NA,NA,NA,0.412,0.007,2,5.8331146,2.0,1.1,0.90789,0.0,115.7,0.0,-2,1,0,0,YJ,0.77656,150.0619354248047,2.399165630340576,0,NA,0,NA,NA,0
COS4_21400,COSMOS,COS4_21400,21400,NA,0,0.89553,10.3,0.084,0.001,NA,NA,NA,0.65,0.015,2,0.03311311,1.0,0.1,0.89553,0.0,113.7,0.0,-2,1,0,0,YJ,0.79932,150.14503479003906,2.3977229595184326,0,NA,0,NA,NA,0
COS4_21492,COSMOS,COS4_21492,21492,2.47159,0,2.4706678,10.99,0.047,0.0,0.380,0.000,8.0919,0.826,0.008,2,406.37323,2.0,1.0,2.47159,5.0E-5,429.1,10.4,0,1,0,0,K,0.39956,150.091552734375,2.39904522895813,0,NA,0,NA,NA,0
COS4_21541,COSMOS,COS4_21541,21541,2.58285,1,2.50112,11.08,0.087,0.003,0.697,0.024,8.0138,0.242,0.031,1,1.1748976,1.0,0.5,2.58285,2.3E-4,0.0,38.8,2,1,0,0,K,0.40207,150.09336853027344,2.3986260890960693,0,NA,0,NA,NA,0
COS4_21570,COSMOS,COS4_21570,21570,2.17125,0,2.173,10.3,0.268,0.004,2.220,0.033,8.2825,0.396,0.011,2,17.782795,1.0,0.2,2.17125,1.0E-5,93.9,3.9,0,1,0,0,K,0.41576,150.10824584960938,2.3993008136749268,0,NA,0,NA,NA,0
COS4_21622,COSMOS,COS4_21622,21622,1.31194,1,1.37026,10.37,0.077,0.003,0.646,0.025,8.3858,0.816,0.028,2,0.038904518,1.0,0.0,1.31194,9.0E-5,102.2,18.2,2,1,0,0,H,0.44195,150.11529541015625,2.3997139930725098,0,NA,0,NA,NA,0
COS4_21786,COSMOS,COS4_21786,21786,0.90452,0,0.90885,9.53,0.445,0.009,3.472,0.070,7.8022,0.487,0.012,1,5.5961256,2.0,0.3,0.90452,1.0E-5,53.5,2.5,2,1,0,0,YJ,0.41012,150.14605712890625,2.402039051055908,0,NA,0,NA,NA,0
COS4_21860,COSMOS,COS3_22850,21860,NA,1,0.898904,10.58,0.153,0.003,NA,NA,NA,0.977,0.01,2,3.1575031,2.0,0.5,0.8989,0.0,113.5,0.0,-2,1,1,0,YJ,0.50457,150.15109252929688,2.4034531116485596,0,NA,0,NA,NA,0
COS4_21904,COSMOS,COS3_22796,21904,0.91423,0,0.906835,10.32,1.075,0.015,8.413,0.117,7.8257,0.536,0.007,2,9.805362,2.0,0.3,0.91423,3.0E-5,120.0,6.1,2,1,0,0,YJ,0.39886,150.07936096191406,2.4054603576660156,1,10,1,22,id_or_target,0
COS4_21907,COSMOS,COS4_21907,21907,NA,0,0.88419,10.8,0.426,0.005,NA,NA,NA,0.614,0.005,2,0.12589255,1.0,0.2,0.88419,0.0,115.6,0.0,-2,1,0,0,YJ,0.84258,150.06060791015625,2.406472682952881,0,NA,0,NA,NA,0
COS4_22100,COSMOS,COS3_23099,22100,0.89271,0,0.892656,10.71,1.036,0.014,8.053,0.109,7.7728,0.609,0.006,2,26.437391,5.0,0.7,0.89271,3.3E-4,170.9,43.0,2,1,0,0,YJ,0.78356,150.0650634765625,2.405989646911621,0,NA,0,NA,NA,0
COS4_22119,COSMOS,COS4_22119,22119,0.89207,0,0.88797,10.2,0.335,0.006,2.603,0.047,7.7712,0.839,0.008,2,2.2908678,1.0,0.6,0.89207,8.0E-5,159.7,20.8,2,1,0,0,YJ,0.7262,150.06556701660156,2.40570330619812,0,NA,0,NA,NA,0
COS4_22205,COSMOS,COS3_23213,22205,0.90018,0,0.9006,10.79,0.329,0.003,2.563,0.023,7.7915,0.896,0.005,2,10.474526,2.0,0.6,0.90018,6.0E-5,135.1,10.3,2,1,0,0,YJ,0.4619,150.1396026611328,2.4070611000061035,0,NA,0,NA,NA,0
COS4_22217,COSMOS,COS4_22217,22217,NA,0,0.82942,10.67,0.379,0.005,NA,NA,NA,0.672,0.007,2,0.012882496,1.0,0.1,0.82942,0.0,113.3,0.0,-2,1,0,0,YJ,0.76904,150.15744018554688,2.406496047973633,0,NA,0,NA,NA,0
COS4_22414,COSMOS,COS3_23424,22414,0.88999,0,0.893264,9.84,0.63,0.009,4.893,0.070,7.7659,0.197,0.007,1,12.166985,4.0,1.0,0.88999,8.0E-5,105.6,10.5,0,1,0,0,YJ,0.71767,150.0794219970703,2.4084622859954834,0,NA,0,NA,NA,0
COS4_22437,COSMOS,COS3_23443,22437,0.88964,0,0.891321,10.72,0.75,0.006,5.824,0.047,7.7650,0.6,0.004,2,19.066439,2.0,0.9,0.88964,3.0E-5,125.9,19.6,0,1,0,0,YJ,0.71767,150.06414794921875,2.4096152782440186,0,NA,0,NA,NA,0
COS4_22564,COSMOS,COS4_22564,22564,2.46914,0,2.60372,10.83,0.496,0.013,4.014,0.105,8.0935,0.672,0.012,1,177.82794,1.0,1.0,2.46914,5.0E-5,79.2,15.4,0,1,0,0,K,0.54805,150.07318115234375,2.411832094192505,0,NA,0,NA,NA,0
COS4_22686,COSMOS,COS4_22686,22686,NA,0,0.89933,10.33,0.213,0.004,NA,NA,NA,0.927,0.01,2,23.705023,5.0,0.5,0.89933,0.0,113.0,0.0,-2,1,0,0,YJ,0.76904,150.1522216796875,2.411405324935913,0,NA,0,NA,NA,0
COS4_22809,COSMOS,COS4_22809,22809,NA,0,1.27277,9.91,0.435,0.018,NA,NA,NA,0.701,0.019,1,4.073803,1.0,0.5,1.27277,0.0,112.1,0.0,-2,1,0,0,H,0.44513,150.07188415527344,2.4127554893493652,0,NA,0,NA,NA,0
COS4_22929,COSMOS,COS3_23999,22929,0.89672,0,0.896114,10.52,0.628,0.014,4.888,0.109,7.7829,0.904,0.006,2,28.583853,5.0,0.9,0.89672,0.0,33.3,2.1,2,1,0,0,YJ,0.72993,150.1462860107422,2.4148054122924805,0,NA,0,NA,NA,0
COS4_22995,COSMOS,COS4_22995,22995,2.46786,0,2.4513514,11.13,0.149,0.004,1.206,0.032,8.0944,0.627,0.018,2,196.12567,5.0,0.8,2.46786,4.0E-5,119.5,7.6,0,1,0,0,K,0.40162,150.07147216796875,2.4145331382751465,0,NA,0,NA,NA,0
COS4_23070,COSMOS,COS4_23070,23070,0.83691,0,0.8374,9.43,0.265,0.002,2.020,0.015,7.6211,0.672,0.005,1,30.433987,4.0,0.4,0.83691,0.0,73.5,1.0,0,1,0,0,YJ,0.4619,150.11854553222656,2.4155690670013428,0,NA,0,NA,NA,0
COS4_23139,COSMOS,COS4_23139,23139,0.89285,0,0.90503,9.57,0.654,0.033,5.084,0.257,7.7732,0.591,0.017,1,9.505443,2.0,1.0,0.89285,3.0E-5,52.5,6.7,0,1,0,0,YJ,0.53834,150.09432983398438,2.4165337085723877,0,NA,0,NA,NA,0
COS4_23287,COSMOS,COS4_23287,23287,1.49583,0,1.49927,9.76,0.22,0.004,1.862,0.034,8.4618,0.508,0.016,1,6.918309,1.0,0.3,1.49583,2.0E-5,69.5,4.3,0,1,0,0,H,0.44628,150.07659912109375,2.4171316623687744,0,NA,0,NA,NA,0
COS4_23391,COSMOS,COS4_23391,23391,NA,0,1.50929,10.63,0.557,0.036,NA,NA,NA,0.273,0.021,2,4.265795,1.0,1.8,1.50929,0.0,114.8,0.0,-2,1,0,0,H,0.44609,150.12779235839844,2.4183998107910156,0,NA,0,NA,NA,0
COS4_23734,COSMOS,COS4_23734,23734,2.06025,0,2.00864,11.02,0.374,0.029,3.120,0.242,8.3420,0.925,0.023,2,177.91815,2.0,1.3,2.06025,1.2E-4,222.2,38.2,2,1,0,0,K,0.40477,150.1417694091797,2.4222726821899414,0,NA,0,NA,NA,0
COS4_23890,COSMOS,COS3_25038,23890,0.8521,0,0.8528,10.83,1.01,0.006,7.741,0.046,7.6646,0.79,0.003,2,25.21822,5.0,0.8,0.8521,3.0E-5,127.9,4.8,0,1,0,0,YJ,0.71767,150.12298583984375,2.4266653060913086,0,NA,0,NA,NA,0
COS4_24012,COSMOS,COS4_24012,24012,1.53116,0,1.63267,10.17,0.54,0.015,4.573,0.127,8.4677,0.256,0.016,2,65.97544,2.0,1.6,1.53116,4.0E-5,117.5,8.3,0,1,0,0,H,0.45961,150.06768798828125,2.4259886741638184,0,NA,1,51,id_or_target,0
COS4_24021,COSMOS,COS3_25156,24021,0.89209,0,0.898994,10.29,0.608,0.009,4.725,0.070,7.7713,0.52,0.007,2,1.2589254,1.0,0.5,0.89209,3.0E-4,137.9,29.5,2,1,0,0,YJ,0.71767,150.103271484375,2.4272103309631348,0,NA,0,NA,NA,0
COS4_24028,COSMOS,COS4_24028,24028,NA,0,0.8915103,11.13,0.5,0.005,NA,NA,NA,0.819,0.004,2,0.037153527,1.0,0.2,0.89151,0.0,113.7,0.0,-2,1,0,0,YJ,0.55725,150.07952880859375,2.4300169944763184,0,NA,0,NA,NA,0
COS4_24164,COSMOS,COS4_24164,24164,0.83119,0,0.81939,9.34,0.488,0.009,3.711,0.068,7.6043,0.282,0.012,1,1.9054607,1.0,0.2,0.83119,6.0E-5,80.2,13.4,0,1,0,0,YJ,0.79932,150.153564453125,2.4273414611816406,0,NA,0,NA,NA,0
COS4_24210,COSMOS,COS4_24210,24210,NA,0,0.88514,10.61,0.234,0.004,NA,NA,NA,0.461,0.01,2,0.011220183,1.0,0.3,0.88514,0.0,114.3,0.0,-2,1,0,0,YJ,0.66573,150.08937072753906,2.429476737976074,0,NA,0,NA,NA,0
COS4_24367,COSMOS,COS4_24367,24367,NA,0,0.89175,10.57,0.278,0.005,NA,NA,NA,0.588,0.008,2,0.3715352,1.0,0.5,0.89175,0.0,114.5,0.0,-2,1,0,0,YJ,0.81484,150.0975799560547,2.4310076236724854,0,NA,0,NA,NA,0
COS4_24701,COSMOS,COS4_24701,24701,2.51321,0,2.59232,11.02,0.39,0.015,3.145,0.121,8.0630,0.785,0.024,1,1201.958,5.0,2.6,2.51321,1.4E-4,185.2,32.3,2,1,0,0,K,0.40477,150.13900756835938,2.4337494373321533,0,NA,0,NA,NA,0
COS4_24738,COSMOS,COS4_24738,24738,1.58875,0,1.5888813,10.02,0.312,0.015,2.643,0.127,8.4722,0.656,0.022,1,14.125375,1.0,0.8,1.58875,3.0E-5,108.8,4.8,0,1,0,0,H,0.45926,150.13833618164062,2.4341142177581787,0,NA,0,NA,NA,0
COS4_24763,COSMOS,COS4_24763,24763,2.46428,0,2.493107,10.44,0.606,0.016,4.907,0.130,8.0969,0.267,0.015,2,68.81327,2.0,0.8,2.46428,1.7E-4,134.6,30.3,2,1,0,0,K,0.40109,150.05670166015625,2.4346628189086914,0,NA,0,NA,NA,0
COS4_24878,COSMOS,COS4_24878,24878,1.59315,1,1.65117,10.21,0.455,0.023,3.855,0.195,8.4723,0.573,0.023,2,40.775772,2.0,0.6,1.59315,1.8E-4,127.6,40.1,2,1,0,0,H,0.44684,150.090087890625,2.436161518096924,0,NA,0,NA,NA,0
COS4_24973,COSMOS,COS4_24973,24973,0.89892,0,0.90694,9.72,0.368,0.007,2.866,0.055,7.7884,0.805,0.013,1,3.4630706,2.0,0.2,0.89892,4.0E-5,9.0,6.2,2,1,0,0,YJ,0.79932,150.13766479492188,2.437164783477783,0,NA,0,NA,NA,0
COS4_25085,COSMOS,COS4_25085,25085,NA,0,0.80399,9.28,0.548,0.015,NA,NA,NA,0.214,0.015,1,2.2908678,1.0,0.9,0.80399,0.0,114.8,0.0,-2,1,0,0,YJ,0.81484,150.1022491455078,2.4388904571533203,0,NA,0,NA,NA,0
