# KMOS3D -- Wisnioski, Foerster Schreiber, Fossati, et al. 2019, ApJ 886, 124, 'The KMOS3D Survey: data release and
# final survey paper' (arXiv:1909.11096v1). VizieR J/ApJ/886/124 (doi:10.26093/cds/vizier.18860124), tables 5 and 6.
# SOURCE table5: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/table5.dat sha256 24b1b12ec42c1d2dfc6aca7d3e965fd78b3c8ff9a68e36a7441f9a1448196a95
# SOURCE table6: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/table6.dat sha256 fb37854047c6fb2d2e77db28f439e553e12afea3227052238bd48d3ebc804459
# SOURCE ReadMe: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/ReadMe sha256 7c0c129531f823c1cc603a195667c6c2b2e19f308a2c095868a9d5d2c62627bf
# CROSS-CHECK: MPE release catalogs https://www.mpe.mpg.de/resources/KMOS3D/catalogs/k3d_fnlsp_table_v3.fits.tgz (extracted) (sha256 be2716e3e73755c03b94e55f1ae8aaf8f447434eeefef9a3e45a97ad302b1dea)
#   and https://www.mpe.mpg.de/resources/KMOS3D/catalogs/k3d_fnlsp_table_hafits_v3.fits.tgz (extracted) (sha256 7ef8269d19e95652dc0f7891e4a1c42a03c45393aadc0f8b0ec0815237398711):
#   row counts 785/739, identical ID sets, and z / logM* / R_half agree (validator PASS). Source files in
#   02_galaxy_dynamics/highz_data/_src/ (gitignored, not committed). Built by scripts/highz_ingest_rc41_g17_kmos3d.py.
#
# *** NO KINEMATICS: the KMOS3D data release publishes NO rotation velocity, NO circular velocity, NO gas or baryonic
# *** mass and NO fDM per galaxy (VizieR table5/table6 and the MPE FITS contain none). sigma_int_kms is an
# *** aperture-integrated line width (1.5" radius circular aperture) -- NOT a disk sigma0 and NOT a rotation proxy.
# *** This file CANNOT feed the V^2/R or BTFR a0 routes by itself. It supplies z, M*, R_e and the ID crosswalk
# *** (original targeting IDs like U3_21388 -> KMOS3D U4_29145) used to de-duplicate RC41/RC100.
# PRESSURE SUPPORT: N/A (no rotation velocity in this release).
#
# CONVENTIONS (arXiv:1909.11096v1 Sec. 1, quoted): 'We assume a LambdaCDM cosmology with H0 = 70 km s-1 Mpc-1,
# Omega_m = 0.3, and Omega_Lambda = 0.7' ... 'Chabrier (2003) initial mass function.'
#
# COLUMNS (VizieR labels; explanations quoted from the ReadMe byte-by-byte description):
#   kmos3d_id=ID 'KMOS^3D^ unique identifier'; field=Field; target_id=Target 'KMOS^3D^ original targeting identifier'
#   ('KMOS3D ID when targeted, with field and 3D-HST (v2 or v4 catalog) object ID'); id_skelton14=S14 (NA for 99999)
#   z_kmos3d=z 'Measured KMOS3D redshift' (NA for -9999); zqual_flag=q_z '1 = redshift/detection is uncertain;
#   0 = redshift is secure; -1 = Non-detection'; z_target=zTar 'Best known redshift at time of observation from 3D-HST'
#   logMstar=M* 'Stellar mass' [log Msun] 'Derived from SED modeling following Wuyts+ (2011) ... FAST ... Bruzual &
#   Charlot (2003); Chabrier (2003) IMF; solar metallicity; Exponentially declining SFH with tau>300Myr'
#   Reff_H_arcsec=ReffH 'CANDELS H band major axis effective radius' [arcsec]; e_Reff_H_arcsec=e_ReffH (NA for -999)
#   q_H=Q 'CANDELS H band axis ratio'; e_q_H=e_Q; hband_source_flag=HFlag '1 = H-band fit from van der Wel+ (2012);
#   2 = H-band fit from Lang+ 2014'; sfr_Msun_yr=SFR 'From ladder of SFR indicators assuming a Chabrier (2003) IMF';
#   sfr_type_flag=f_SFR (5..1 = 160um/100um/70um/24um/SED); Av_mag=Av; primary_flag=P '1 = targeted as a primary
#   KMOS3D target, 0 = serendipitous galaxy detection'; addgal_flag=Add; seg_flag=Seg '1 = possible issues with
#   photometry and derived parameters resulting from over or under segmentation'; band=Band; psf_fwhm_arcsec=FWHM
#   'FWHM of Moffat model PSF; minor axis'; ra_deg, dec_deg = RAdeg, DEdeg (J2000).
#   From table6 (joined on ID; NA where absent): z_Ha=z 'Redshift (vacuum) from H{alpha} line fit' (1.5" aperture);
#   e_z_Ha; sigma_int_kms=sigma 'Velocity dispersion' -- 'Properties from Gaussian line profile fits to the
#   spatially-integrated spectrum of each galaxy extracted in a circular aperture of 1.5" radius. The velocity
#   dispersion is corrected for the instrumental resolution'; e_sigma_int_kms; Ha_fit_flag=Flag '0 = reliable fit'
#   (-3 no fit, -2/-1 upper limits, 1 unreliable; value 2 also occurs, undocumented in the ReadMe note).
#   Omitted: File, Exp, Res, Ksmag, UMag, VMag, JMag, Ap, FHa, e_FHa, FCor.
#   derived_kpc_per_arcsec = proper kpc per arcsec at z_kmos3d for astropy FlatLambdaCDM(H0=70, Om0=0.3) (the paper's
#   cosmology; reproduces RC41 Table 1 col 7 and G17 Table 1 'kpc/arcsec'); derived_Reff_H_kpc = that x Reff_H_arcsec.
#   NA when z_kmos3d is missing (z_target is deliberately NOT substituted).
#   in_RC41/RC41_row: ID or target_id matches an RC41 alias; in_RC100/RC100_idx: matches an RC100 name directly
#   (RC100_match=id_or_target) or through the matched RC41 row (via_RC41_alias); in_G17 likewise.
#
# OVERLAP: 69 rows overlap RC100 and 20 overlap RC41 by ID. RC100 names with a
# KMOS3D-style field prefix that matched no KMOS3D row: none.
# 785 rows = 739 primary targets + 46 serendipitous detections (primary_flag=0): count galaxies with primary_flag=1,
# not rows. All RC41/RC100-overlapping rows are primary targets.
# 158 rows have no measured z_kmos3d (-9999 in source) and 125 have no sigma_int_kms. NA = not given.
# DE-DUPLICATION TRAP: Uebler+2017 (VizieR J/ApJ/842/121, the KMOS3D Tully-Fisher sample) is ID-less (sequence
# numbers only), so it cannot be de-duplicated against this file, RC41 or RC100 by ID.
kmos3d_id,field,target_id,id_skelton14,z_kmos3d,zqual_flag,z_target,logMstar,Reff_H_arcsec,e_Reff_H_arcsec,derived_Reff_H_kpc,derived_e_Reff_H_kpc,derived_kpc_per_arcsec,q_H,e_q_H,hband_source_flag,sfr_Msun_yr,sfr_type_flag,Av_mag,z_Ha,e_z_Ha,sigma_int_kms,e_sigma_int_kms,Ha_fit_flag,primary_flag,addgal_flag,seg_flag,band,psf_fwhm_arcsec,ra_deg,dec_deg,in_RC41,RC41_row,in_RC100,RC100_idx,RC100_match,in_G17
COS4_05433,COSMOS,COS4_05433,5433,2.19248,0,1.9593614,10.92,0.845,0.022,6.988,0.182,8.2703,0.844,0.017,2,87.60777,2.0,0.9,2.19248,2.0E-5,85.9,3.7,0,1,0,0,K,0.44063,150.18272399902344,2.2348575592041016,0,NA,1,76,id_or_target,0
COS4_05473,COSMOS,COS4_05473,5473,2.2472,1,2.22932,11.08,0.261,0.026,2.150,0.214,8.2379,0.279,0.029,2,62.693195,2.0,1.0,2.2472,2.2E-4,48.3,37.2,2,1,0,0,K,0.45445,150.15451049804688,2.2336134910583496,0,NA,0,NA,NA,0
COS4_05499,COSMOS,COS4_05499,5499,1.55805,1,1.4806,10.35,0.2,0.009,1.694,0.076,8.4706,0.687,0.024,2,0.21877615,1.0,0.3,1.55805,3.0E-5,627.3,52.3,2,1,0,0,H,0.59439,150.080078125,2.2342329025268555,0,NA,0,NA,NA,0
COS4_05540,COSMOS,COS4_05540,5540,NA,0,2.3564487,11.0,0.069,0.002,NA,NA,NA,0.564,0.021,2,1.0,1.0,0.1,NA,NA,NA,NA,-3,1,0,0,K,0.37524,150.1288604736328,2.234910011291504,0,NA,0,NA,NA,0
COS4_05588,COSMOS,COS4_05588,5588,1.6160442,1,1.61039,11.04,0.391,0.008,3.313,0.068,8.4724,0.688,0.012,2,112.23733,5.0,2.0,1.6160442,2.4E-4,433.0,48.3,2,1,0,0,H,0.58549,150.16690063476562,2.2358145713806152,0,NA,0,NA,NA,0
COS4_05606,COSMOS,COS4_05606,5606,1.65609,0,1.6549923,9.9,0.474,0.007,4.015,0.059,8.4704,0.235,0.01,1,56.441902,2.0,0.7,1.65609,8.0E-5,154.8,6.5,2,1,0,0,H,0.424,150.16908264160156,2.235290050506592,0,NA,1,58,id_or_target,0
COS4_05656,COSMOS,COS4_05656,5656,0.79798,0,0.79791576,10.68,0.309,0.003,2.318,0.023,7.5019,0.751,0.005,2,124.72648,5.0,1.7,0.79798,2.0E-5,99.2,2.9,0,1,0,0,YJ,0.42309,150.10374450683594,2.2376656532287598,0,NA,1,10,id_or_target,0
COS4_05706,COSMOS,COS4_05706,5706,2.4369,0,2.3828926,10.56,0.481,0.011,3.904,0.089,8.1156,0.335,0.014,2,107.14847,2.0,1.3,2.4369,5.0E-5,220.0,18.8,2,1,1,0,K,0.39883,150.1251983642578,2.2365968227386475,0,NA,0,NA,NA,0
COS4_05888,COSMOS,COS3_06060,5888,0.96082,0,0.955988,10.69,0.375,0.003,2.974,0.024,7.9304,0.458,0.005,2,54.875664,5.0,0.5,0.96082,1.8E-4,100.3,31.5,2,1,0,0,YJ,0.55187,150.14505004882812,2.2391881942749023,0,NA,0,NA,NA,0
COS4_05925,COSMOS,COS4_05925,5925,0.79895,0,0.79617953,10.63,0.587,0.004,4.405,0.030,7.5050,0.281,0.004,2,29.618166,5.0,2.4,0.79895,2.3E-4,195.3,55.6,2,1,0,0,YJ,0.42309,150.0961151123047,2.24025297164917,0,NA,1,11,id_or_target,0
COS4_05974,COSMOS,COS4_05974,5974,NA,1,1.61823,10.52,0.795,0.021,NA,NA,NA,0.487,0.016,2,82.531906,2.0,0.8,NA,NA,NA,NA,-3,1,0,1,H,0.58549,150.17457580566406,2.2400553226470947,0,NA,0,NA,NA,0
COS4_06079,COSMOS,COS4_06079,6079,2.44101,0,2.3424137,10.57,0.644,0.017,5.225,0.138,8.1128,0.683,0.018,2,103.57096,2.0,0.9,2.44101,1.8E-4,199.4,40.1,2,1,0,0,K,0.39093,150.10946655273438,2.2400717735290527,0,NA,1,95,id_or_target,0
COS4_06179,COSMOS,COS4_06179,6179,NA,1,1.65515,10.71,0.633,0.017,NA,NA,NA,0.607,0.013,2,88.82108,2.0,1.2,NA,NA,NA,NA,-3,1,0,0,H,0.59439,150.12957763671875,2.241191864013672,0,NA,0,NA,NA,0
COS4_06205,COSMOS,COS4_06205,6205,NA,0,0.7991521,10.11,0.219,0.003,NA,NA,NA,0.316,0.01,2,0.28840312,1.0,1.4,NA,NA,NA,NA,-3,1,0,0,YJ,0.7314,150.11997985839844,2.24135160446167,0,NA,0,NA,NA,0
COS4_06279,COSMOS,COS4_06279,6279,2.22135,0,2.20027,10.27,0.286,0.009,2.360,0.074,8.2534,0.533,0.023,2,9.549926,1.0,0.6,2.22135,1.1E-4,150.0,28.1,0,1,0,0,K,0.44063,150.1798553466797,2.2423460483551025,0,NA,0,NA,NA,0
COS4_06327,COSMOS,COS3_06511,6327,0.80361,0,0.803706,10.48,0.311,0.003,2.339,0.023,7.5198,0.859,0.006,2,5.28732,2.0,0.4,0.80361,9.0E-5,125.1,26.9,0,1,0,0,YJ,0.55187,150.12225341796875,2.243507146835327,0,NA,0,NA,NA,0
COS4_06452,COSMOS,COS4_06452,6452,1.6905,0,1.60257,10.5,0.291,0.007,2.464,0.059,8.4668,0.602,0.017,2,92.62181,5.0,2.3,1.6905,7.0E-5,49.3,10.8,2,1,0,0,H,0.59439,150.09793090820312,2.243799924850464,0,NA,0,NA,NA,0
COS4_06483,COSMOS,COS3_06679,6483,NA,0,0.915713,10.68,0.282,0.005,NA,NA,NA,0.949,0.007,2,1.3803843,1.0,0.4,0.91571,0.0,113.5,0.0,-2,1,0,0,YJ,0.47927,150.1335906982422,2.2455270290374756,0,NA,0,NA,NA,0
COS4_06487,COSMOS,COS4_06487,6487,0.9068795,0,0.9073,10.88,0.499,0.004,3.896,0.031,7.8080,0.57,0.004,2,30.913342,5.0,1.0,0.9068795,6.0E-5,153.0,22.8,2,1,0,0,YJ,0.42309,150.135498046875,2.2457053661346436,0,NA,1,19,id_or_target,0
COS4_06528,COSMOS,COS3_06738,6528,0.86799,0,0.867786,10.31,0.5,0.004,3.854,0.031,7.7083,0.607,0.005,2,29.886566,5.0,1.6,0.86799,1.0E-5,95.4,3.1,0,1,0,0,YJ,0.55187,150.16778564453125,2.247093915939331,0,NA,0,NA,NA,0
COS4_06750,COSMOS,COS4_06750,6750,2.12699,0,2.1272218,10.12,0.359,0.009,2.982,0.075,8.3071,0.496,0.016,2,50.493454,2.0,0.4,2.12699,2.0E-5,88.0,8.9,0,1,0,0,K,0.37524,150.16302490234375,2.2474911212921143,0,NA,0,NA,NA,0
COS4_06820,COSMOS,COS4_06820,6820,NA,0,2.20295,10.81,0.188,0.054,NA,NA,NA,0.893,0.03,2,0.64565426,1.0,0.2,NA,NA,NA,NA,-3,1,0,0,K,0.39091,150.1029815673828,2.2484169006347656,0,NA,0,NA,NA,0
COS4_06827,COSMOS,COS4_06827,6827,NA,0,1.02891,10.61,0.514,0.012,NA,NA,NA,0.616,0.01,2,1.1220185,1.0,0.4,1.02891,0.0,112.4,0.0,-2,1,0,0,YJ,0.45713,150.11500549316406,2.2492079734802246,0,NA,0,NA,NA,0
COS4_06963,COSMOS,COS4_06963,6963,2.30093,0,2.1901743,10.98,0.256,0.024,2.100,0.197,8.2046,0.876,0.024,2,5.0118723,1.0,0.3,2.30093,4.0E-5,232.9,13.9,2,1,1,0,K,0.39091,150.0765838623047,2.249682664871216,0,NA,0,NA,NA,0
COS4_06977,COSMOS,COS4_06977,6977,NA,0,1.65515,10.96,0.178,0.002,NA,NA,NA,0.788,0.009,2,0.18197007,1.0,0.0,NA,NA,NA,NA,-3,1,0,0,H,0.40068,150.06951904296875,2.249985933303833,0,NA,0,NA,NA,0
COS4_07033,COSMOS,COS4_07033,7033,0.89353,0,0.91076,9.52,0.284,0.01,2.208,0.078,7.7749,0.79,0.018,1,1.3182567,1.0,0.2,0.89353,6.0E-5,81.3,13.5,0,1,0,0,YJ,0.45713,150.09600830078125,2.250319480895996,0,NA,0,NA,NA,0
COS4_07201,COSMOS,COS4_07201,7201,0.79316,0,0.7914,9.6,0.266,0.005,1.991,0.037,7.4863,0.731,0.011,1,1.9498446,1.0,0.2,0.79316,3.0E-5,95.3,12.6,0,1,0,0,YJ,0.46968,150.1461639404297,2.2527248859405518,0,NA,0,NA,NA,0
COS4_07337,COSMOS,COS4_07337,7337,NA,0,1.624738,10.5,0.079,0.005,NA,NA,NA,0.776,0.037,2,0.063095726,1.0,0.0,NA,NA,NA,NA,-3,1,1,0,H,0.38841,150.12318420410156,2.2536776065826416,0,NA,0,NA,NA,0
COS4_07392,COSMOS,COS3_07651,7392,NA,0,0.929803,10.64,0.612,0.011,NA,NA,NA,0.331,0.007,2,39.203632,5.0,1.0,NA,NA,NA,NA,-3,1,0,0,YJ,0.59692,150.08584594726562,2.2569544315338135,0,NA,0,NA,NA,0
COS4_07757,COSMOS,COS4_07757,7757,1.64411,0,1.6206282,9.93,0.403,0.01,3.414,0.085,8.4713,0.899,0.016,1,10.232929,1.0,0.4,1.64411,4.0E-5,119.3,5.8,0,1,0,0,H,0.41021,150.14157104492188,2.2589240074157715,0,NA,0,NA,NA,0
COS4_07884,COSMOS,COS4_07884,7884,NA,0,2.1010373,11.46,0.96,0.074,NA,NA,NA,0.704,0.009,2,8.317638,1.0,0.6,NA,NA,NA,NA,-3,1,0,0,K,0.38976,150.0656280517578,2.2609963417053223,0,NA,0,NA,NA,0
COS4_07901,COSMOS,COS4_07901,7901,0.87844,0,0.8788,9.82,0.693,0.014,5.361,0.108,7.7361,0.38,0.009,1,8.843771,2.0,0.3,0.87844,1.0E-5,54.3,3.3,0,1,0,0,YJ,0.62154,150.1775360107422,2.2612247467041016,0,NA,0,NA,NA,0
COS4_08096,COSMOS,COS3_08390,8096,0.97911,0,0.9806,11.23,0.474,0.004,3.777,0.032,7.9680,0.926,0.004,2,26.08049,5.0,0.8,0.97911,2.0E-5,90.6,6.7,0,1,0,0,YJ,0.59692,150.06846618652344,2.2654902935028076,0,NA,0,NA,NA,0
COS4_08372,COSMOS,COS4_08372,8372,NA,0,0.90260345,10.16,0.079,0.001,NA,NA,NA,0.794,0.018,2,0.028183833,1.0,0.1,NA,NA,NA,NA,-3,1,1,0,YJ,0.62154,150.17608642578125,2.2652437686920166,0,NA,0,NA,NA,0
COS4_08515,COSMOS,COS4_08515,8515,2.45389,0,2.4539,9.88,0.555,0.016,4.498,0.130,8.1040,0.222,0.019,1,19.952621,1.0,0.3,2.45389,3.0E-5,87.9,9.4,0,1,0,0,K,0.46186,150.18447875976562,2.2662622928619385,0,NA,0,NA,NA,0
COS4_08565,COSMOS,COS4_08565,8565,NA,0,1.4228427,10.39,0.626,0.02,NA,NA,NA,0.367,0.018,2,36.3078,1.0,2.2,NA,NA,NA,NA,-3,1,0,0,H,0.39346,150.16200256347656,2.26697039604187,0,NA,0,NA,NA,0
COS4_08576,COSMOS,COS4_08576,8576,0.82596,1,0.83039397,10.18,0.199,0.004,1.510,0.030,7.5887,0.538,0.014,2,0.4365158,1.0,0.5,0.82596,4.0E-5,54.3,8.2,0,1,0,0,YJ,0.4488,150.1153564453125,2.2673940658569336,0,NA,0,NA,NA,0
COS4_08649,COSMOS,COS3_08964,8649,0.8825,0,0.881287,10.26,0.423,0.003,3.277,0.023,7.7467,0.347,0.004,2,19.594044,5.0,1.4,0.8825,2.0E-5,92.5,5.9,0,1,0,0,YJ,0.59692,150.14358520507812,2.26843523979187,0,NA,0,NA,NA,0
COS4_08663,COSMOS,COS4_08663,8663,0.90514,0,0.9093366,10.16,0.431,0.006,3.363,0.047,7.8037,0.277,0.008,2,17.613491,2.0,1.9,0.90514,6.0E-5,56.9,10.2,2,1,0,0,YJ,0.63825,150.13302612304688,2.268474817276001,0,NA,0,NA,NA,0
COS4_08687,COSMOS,COS4_08687,8687,0.90535,0,0.9098,9.47,0.159,0.005,1.241,0.039,7.8043,0.688,0.021,1,19.50604,4.0,0.4,0.90535,2.0E-5,44.9,12.1,2,1,0,0,YJ,0.46968,150.1625518798828,2.268092155456543,0,NA,0,NA,NA,0
COS4_08775,COSMOS,COS4_08775,8775,2.16241,0,2.1696358,10.35,0.428,0.01,3.547,0.083,8.2875,0.544,0.014,2,26.915344,1.0,0.7,2.16241,2.0E-5,84.0,4.0,0,1,0,0,K,0.38162,150.06895446777344,2.2692782878875732,0,NA,1,68,id_or_target,0
COS4_08854,COSMOS,COS4_08854,8854,NA,0,1.0114014,10.38,0.113,0.008,NA,NA,NA,0.831,0.022,2,6.242034,2.0,0.3,NA,NA,NA,NA,-3,1,0,0,YJ,0.63825,150.12493896484375,2.269890546798706,0,NA,0,NA,NA,0
COS4_08958,COSMOS,COS4_08958,8958,1.49748,0,1.36789,10.46,0.185,0.004,1.565,0.034,8.4621,0.742,0.019,2,0.8317638,1.0,0.9,1.49748,4.0E-5,147.4,7.3,0,1,0,0,H,0.42309,150.1378173828125,2.2706375122070312,0,NA,0,NA,NA,0
COS4_09044,COSMOS,COS4_09044,9044,2.19825,0,2.20037,9.94,0.185,0.005,1.529,0.041,8.2670,0.541,0.023,1,15.848933,1.0,0.6,2.19825,4.0E-5,129.2,8.9,0,1,0,0,K,0.39703,150.14877319335938,2.2720510959625244,0,NA,0,NA,NA,0
COS4_09156,COSMOS,COS4_09156,9156,0.93836,0,0.9398603,9.97,0.208,0.002,1.639,0.016,7.8816,0.6,0.007,2,13.828617,4.0,1.5,0.93836,5.0E-5,153.9,12.2,2,1,0,0,YJ,0.63825,150.14122009277344,2.2729737758636475,0,NA,0,NA,NA,0
COS4_09252,COSMOS,COS4_09252,9252,1.51617,0,1.50678,10.8,0.415,0.009,3.513,0.076,8.4655,0.471,0.012,2,47.542416,5.0,2.0,1.51617,9.0E-5,85.6,15.8,0,1,0,0,H,0.40068,150.10958862304688,2.27427339553833,0,NA,0,NA,NA,0
COS4_09356,COSMOS,COS4_09356,9356,1.59732,0,1.61562,10.77,0.379,0.008,3.211,0.068,8.4724,0.618,0.01,2,29.8295,2.0,0.0,1.59732,1.0E-4,81.0,19.7,0,1,0,2,H,0.58549,150.13848876953125,2.2765891551971436,0,NA,0,NA,NA,0
COS4_09601,COSMOS,COS3_09985,9601,0.83429,0,0.837983,10.55,0.259,0.003,1.972,0.023,7.6135,0.612,0.006,2,23.109045,5.0,1.2,0.83429,2.2E-4,111.0,44.4,2,1,0,0,YJ,0.59692,150.08338928222656,2.2784461975097656,0,NA,0,NA,NA,0
COS4_09667,COSMOS,COS4_09667,9667,1.60631,0,1.5301545,11.29,1.098,0.036,9.303,0.305,8.4725,0.975,0.007,2,22.954058,2.0,0.3,1.60631,1.0E-4,91.3,13.5,0,1,0,0,H,0.42431,150.13978576660156,2.2796382904052734,0,NA,0,NA,NA,0
COS4_09677,COSMOS,COS4_09677,9677,NA,0,2.2064936,11.08,0.18,0.009,NA,NA,NA,0.887,0.022,2,37.407635,2.0,0.0,2.20649,0.0,115.1,0.0,-2,1,0,0,K,0.44063,150.1429443359375,2.278514862060547,0,NA,0,NA,NA,0
COS4_09745,COSMOS,COS4_09745,9745,1.691,0,1.69258,10.14,0.443,0.013,3.751,0.110,8.4667,0.68,0.015,2,26.927132,2.0,0.7,1.691,3.0E-5,59.4,5.9,0,1,0,0,H,0.38373,150.14120483398438,2.2797954082489014,0,NA,0,NA,NA,0
COS4_09835,COSMOS,COS3_10248,9835,0.89341,0,0.897619,10.17,1.036,0.032,8.054,0.249,7.7746,0.558,0.009,2,9.79736,2.0,1.0,0.89341,3.0E-5,103.2,5.2,0,1,0,1,YJ,0.44413,150.13807678222656,2.282026767730713,0,NA,0,NA,NA,0
COS4_09867,COSMOS,COS4_09867,9867,NA,0,1.63136,10.66,0.096,0.008,NA,NA,NA,0.691,0.043,2,0.012589254,1.0,0.7,NA,NA,NA,NA,-3,1,1,0,H,0.38277,150.08758544921875,2.280381917953491,0,NA,0,NA,NA,0
COS4_10048,COSMOS,COS4_10048,10048,1.49677,0,1.4983839,10.34,1.127,0.036,9.537,0.305,8.4620,0.229,0.01,2,32.927586,2.0,0.6,1.49677,2.0E-5,125.1,4.9,0,1,0,1,H,0.44145,150.1964569091797,2.2838637828826904,0,NA,1,45,id_or_target,0
COS4_10056,COSMOS,COS4_10056,10056,2.56218,0,2.38861,11.12,0.545,0.016,4.376,0.128,8.0285,0.681,0.015,2,183.66832,2.0,1.7,2.56218,3.0E-5,84.5,7.3,0,1,0,0,K,0.38568,150.12136840820312,2.2851402759552,0,NA,0,NA,NA,0
COS4_10060,COSMOS,COS4_10060,10060,1.5136,0,1.5005884,9.76,0.322,0.01,2.726,0.085,8.4651,0.333,0.015,1,8.317638,1.0,0.5,1.5136,1.0E-5,77.9,3.4,2,1,0,0,H,0.38887,150.11981201171875,2.2825093269348145,0,NA,0,NA,NA,0
COS4_10344,COSMOS,COS4_10344,10344,1.5148,0,1.51306,9.96,0.273,0.01,2.311,0.085,8.4653,0.498,0.017,1,137.07594,5.0,0.1,1.5148,1.0E-5,43.4,3.0,0,1,1,0,H,0.4064,150.08587646484375,2.285374879837036,0,NA,0,NA,NA,0
COS4_10347,COSMOS,COS4_10347,10347,2.06329,0,2.0510623,10.76,0.497,0.006,4.145,0.050,8.3405,0.826,0.009,2,134.77032,2.0,1.2,2.06329,5.0E-5,111.0,7.7,0,1,0,0,K,0.35561,150.08343505859375,2.2857813835144043,0,NA,1,63,id_or_target,0
COS4_10393,COSMOS,COS3_10857,10393,0.95195,0,0.950269,10.1,0.398,0.004,3.149,0.032,7.9115,0.527,0.007,2,10.506771,2.0,0.6,0.95195,5.0E-5,79.7,12.2,2,1,0,0,YJ,0.45403,150.117431640625,2.2863218784332275,0,NA,0,NA,NA,0
COS4_10538,COSMOS,COS4_10538,10538,NA,0,0.91746,10.46,0.133,0.002,NA,NA,NA,0.873,0.012,2,0.057543993,1.0,0.1,0.91746,0.0,116.0,0.0,-2,1,0,0,YJ,0.45713,150.0795440673828,2.28776478767395,0,NA,0,NA,NA,0
COS4_10565,COSMOS,COS4_10565,10565,NA,0,2.41016,10.79,0.113,0.011,NA,NA,NA,0.996,0.039,2,0.12302687,1.0,0.0,2.41016,0.0,116.8,0.0,-2,1,0,0,K,0.39093,150.09423828125,2.287269353866577,0,NA,0,NA,NA,0
COS4_10613,COSMOS,COS4_10613,10613,1.00406,0,1.0047657,9.49,0.517,0.031,4.144,0.249,8.0163,0.426,0.018,1,2.3442287,1.0,0.2,1.00406,4.0E-5,279.8,14.0,2,1,0,0,YJ,0.45713,150.0966033935547,2.2878174781799316,0,NA,0,NA,NA,0
COS4_10740,COSMOS,COS4_10740,10740,0.82507,0,0.82759,9.31,0.229,0.011,1.737,0.083,7.5861,0.411,0.025,1,4.569787,2.0,0.0,0.82507,5.0E-5,74.1,19.8,0,1,0,0,YJ,0.46968,150.14920043945312,2.2891998291015625,0,NA,0,NA,NA,0
COS4_10750,COSMOS,COS4_10750,10750,NA,0,1.62873,10.61,0.541,0.056,NA,NA,NA,0.6,0.025,2,22.931168,2.0,0.7,1.62873,0.0,116.1,0.0,-2,1,0,0,H,0.58235,150.08486938476562,2.289673328399658,0,NA,0,NA,NA,0
COS4_10860,COSMOS,COS3_11324,10860,0.92715,0,0.925458,10.45,0.871,0.007,6.843,0.055,7.8561,0.231,0.005,2,74.49751,5.0,2.9,0.92715,4.0E-4,437.9,57.0,2,1,0,0,YJ,0.59692,150.1028594970703,2.292714834213257,0,NA,0,NA,NA,0
COS4_11142,COSMOS,COS4_11142,11142,NA,0,2.4563987,11.07,0.157,0.01,NA,NA,NA,0.549,0.025,2,0.23442288,1.0,0.0,NA,NA,NA,NA,-3,1,0,0,K,0.35561,150.0733184814453,2.293297290802002,0,NA,0,NA,NA,0
COS4_11333,COSMOS,COS3_11468,11333,0.88199,1,0.876056,10.8,0.474,0.005,3.671,0.039,7.7453,0.498,0.005,2,6.747449,2.0,0.9,0.88199,8.0E-5,224.4,29.4,2,1,0,0,YJ,0.46532,150.1520538330078,2.2964911460876465,0,NA,0,NA,NA,0
COS4_11343,COSMOS,COS4_11343,11343,1.64746,0,1.647457,9.89,0.473,0.011,4.007,0.093,8.4710,0.591,0.014,1,32.660385,2.0,0.4,1.64746,6.0E-5,103.8,9.3,2,1,0,0,H,0.38373,150.14688110351562,2.295287609100342,0,NA,0,NA,NA,0
COS4_11363,COSMOS,COS4_11363,11363,2.09625,1,2.113925,11.28,0.26,0.006,2.164,0.050,8.3235,0.791,0.012,2,435.71347,4.0,1.3,2.09625,1.6E-4,377.4,59.8,2,1,1,0,K,0.40013,150.11961364746094,2.2959482669830322,0,NA,0,NA,NA,0
COS4_11456,COSMOS,COS3_11933,11456,0.95033,0,0.950136,10.74,0.751,0.003,5.939,0.024,7.9080,0.39,0.003,2,69.571846,5.0,1.9,0.95033,8.0E-5,119.2,16.5,2,1,0,0,YJ,0.45403,150.10556030273438,2.297619342803955,0,NA,0,NA,NA,0
COS4_11606,COSMOS,COS4_11606,11606,1.64074,0,1.639541,9.88,0.227,0.008,1.923,0.068,8.4715,0.853,0.021,1,39.960953,2.0,0.6,1.64074,3.0E-5,99.8,8.4,0,1,1,0,H,0.44145,150.1769256591797,2.2981600761413574,0,NA,0,NA,NA,0
COS4_11609,COSMOS,COS4_11609,11609,1.63967,0,1.6359,9.44,0.411,0.029,3.482,0.246,8.4715,0.55,0.042,1,3.3884413,1.0,0.0,1.63967,3.0E-5,55.0,7.5,0,1,1,0,H,0.46549,150.17706298828125,2.297788619995117,0,NA,0,NA,NA,0
COS4_11696,COSMOS,COS4_11696,11696,1.51704,0,1.51999,10.25,0.157,0.004,1.329,0.034,8.4656,0.87,0.015,2,40.399155,2.0,0.9,1.51704,1.0E-5,78.8,1.3,0,1,1,0,H,0.44216,150.1356201171875,2.2988932132720947,0,NA,0,NA,NA,0
